,hBM-10n-sort-p2-concat-normalized-noCD3-CD14-CD15.fcs.cluster.fcs.anno.Rsave
count,77
mediansTime,1.61806414455855
mediansEvent_length,0.467537962419937
mediansRh103Di,0
mediansIn113Di,0
mediansIn115Di,0
mediansXe131Di,0
mediansCs133Di,0
mediansBa138Di,0.0036088440463797
mediansLa139Di,0.215236323880155
mediansCe140Di,0
mediansPr141Di,0.241830831901366
mediansNd142Di,0.181435311593443
mediansNd143Di,0.0526614653681115
mediansNd144Di,0
mediansNd145Di,0
mediansNd146Di,0
mediansSm147Di,0.40643022330499
mediansNd148Di,0
mediansSm149Di,0
mediansNd150Di,0.218861857339777
mediansEu151Di,0
mediansSm152Di,0.369772827197401
mediansEu153Di,0
mediansSm154Di,0.83027140703979
mediansGd155Di,0.0238140634117524
mediansGd156Di,0
mediansGd158Di,0.0307149452801748
mediansTb159Di,0.27063874344752
mediansGd160Di,0.0299601882292708
mediansDy161Di,0
mediansDy162Di,0
mediansDy163Di,0
mediansDy164Di,0
mediansHo165Di,0.246056539990511
mediansEr166Di,0.0125637802241807
mediansEr167Di,0
mediansEr168Di,0.00974159926142753
mediansTm169Di,0
mediansEr170Di,0.282466908367484
mediansYb171Di,0
mediansYb172Di,0
mediansYb173Di,0
mediansYb174Di,0.154187829824214
mediansLu175Di,0
mediansYb176Di,0
mediansBCKG190Di,0
mediansIr191Di,0.84194086999811
mediansIr193Di,0.927412519082614
raw_mediansTime,12.1125888824463
raw_mediansEvent_length,2.42379212379456
raw_mediansRh103Di,0
raw_mediansIn113Di,0
raw_mediansIn115Di,0
raw_mediansXe131Di,0
raw_mediansCs133Di,0
raw_mediansBa138Di,0.0180442593991756
raw_mediansLa139Di,1.08451020717621
raw_mediansCe140Di,0
raw_mediansPr141Di,1.22097432613373
raw_mediansNd142Di,0.912161946296692
raw_mediansNd143Di,0.263429045677185
raw_mediansNd144Di,0
raw_mediansNd145Di,0
raw_mediansNd146Di,0
raw_mediansSm147Di,2.08856201171875
raw_mediansNd148Di,0
raw_mediansSm149Di,0
raw_mediansNd150Di,1.10306656360626
raw_mediansEu151Di,0
raw_mediansSm152Di,1.89128625392914
raw_mediansEu153Di,0
raw_mediansSm154Di,4.64502573013306
raw_mediansGd155Di,0.119081571698189
raw_mediansGd156Di,0
raw_mediansGd158Di,0.153598874807358
raw_mediansTb159Di,1.36977350711823
raw_mediansGd160Di,0.149823352694511
raw_mediansDy161Di,0
raw_mediansDy162Di,0
raw_mediansDy163Di,0
raw_mediansDy164Di,0
raw_mediansHo165Di,1.24273467063904
raw_mediansEr166Di,0.0628205537796021
raw_mediansEr167Di,0
raw_mediansEr168Di,0.0487087666988373
raw_mediansTm169Di,0
raw_mediansEr170Di,1.43119072914124
raw_mediansYb171Di,0
raw_mediansYb172Di,0
raw_mediansYb173Di,0
raw_mediansYb174Di,0.773997485637665
raw_mediansLu175Di,0
raw_mediansYb176Di,0
raw_mediansBCKG190Di,0
raw_mediansIr191Di,4.72498416900635
raw_mediansIr193Di,5.33095932006836
cvsTime,4.86783957562415
cvsEvent_length,8.77903131143198
cvsRh103Di,501.721460931322
cvsIn113Di,507.334850114862
cvsIn115Di,513.799724770197
cvsXe131Di,187.913242114379
cvsCs133Di,429.566534087683
cvsBa138Di,175.201894102889
cvsLa139Di,52.8383917797256
cvsCe140Di,352.753374923978
cvsPr141Di,56.0402391813828
cvsNd142Di,51.7981511601362
cvsNd143Di,87.6198154617098
cvsNd144Di,175.939820014313
cvsNd145Di,373.562662136226
cvsNd146Di,185.63668903464
cvsSm147Di,2.81654211803671
cvsNd148Di,135.917247018518
cvsSm149Di,192.779578334653
cvsNd150Di,71.1675527615987
cvsEu151Di,182.149269791475
cvsSm152Di,5.89511080963546
cvsEu153Di,216.74786256783
cvsSm154Di,8.46727937628542
cvsGd155Di,118.520424378569
cvsGd156Di,258.455036055988
cvsGd158Di,123.092552862723
cvsTb159Di,53.2956511682485
cvsGd160Di,111.015915251548
cvsDy161Di,189.631067510765
cvsDy162Di,242.667185340316
cvsDy163Di,152.55774899624
cvsDy164Di,208.102770957922
cvsHo165Di,50.5467047304329
cvsEr166Di,150.710211981841
cvsEr167Di,274.887085746059
cvsEr168Di,139.992623667136
cvsTm169Di,223.300782530492
cvsEr170Di,38.1480625530182
cvsYb171Di,226.131731438964
cvsYb172Di,208.124288330583
cvsYb173Di,284.890800894443
cvsYb174Di,88.2115631967186
cvsLu175Di,223.208338530299
cvsYb176Di,270.615122884802
cvsBCKG190Di,457.374158320608
cvsIr191Di,4.32150937111075
cvsIr193Di,3.72164155886991
percenttotal,0.0908275927149193
percenttotalratiolog,0
foldTime,0
foldEvent_length,0
foldRh103Di,0
foldIn113Di,0
foldIn115Di,0
foldXe131Di,0
foldCs133Di,0
foldBa138Di,0
foldLa139Di,0
foldCe140Di,0
foldPr141Di,0
foldNd142Di,0
foldNd143Di,0
foldNd144Di,0
foldNd145Di,0
foldNd146Di,0
foldSm147Di,0
foldNd148Di,0
foldSm149Di,0
foldNd150Di,0
foldEu151Di,0
foldSm152Di,0
foldEu153Di,0
foldSm154Di,0
foldGd155Di,0
foldGd156Di,0
foldGd158Di,0
foldTb159Di,0
foldGd160Di,0
foldDy161Di,0
foldDy162Di,0
foldDy163Di,0
foldDy164Di,0
foldHo165Di,0
foldEr166Di,0
foldEr167Di,0
foldEr168Di,0
foldTm169Di,0
foldEr170Di,0
foldYb171Di,0
foldYb172Di,0
foldYb173Di,0
foldYb174Di,0
foldLu175Di,0
foldYb176Di,0
foldBCKG190Di,0
foldIr191Di,0
foldIr193Di,0
raw_foldTime,1
raw_foldEvent_length,1
raw_foldRh103Di,NA
raw_foldIn113Di,NA
raw_foldIn115Di,NA
raw_foldXe131Di,NA
raw_foldCs133Di,NA
raw_foldBa138Di,1
raw_foldLa139Di,1
raw_foldCe140Di,NA
raw_foldPr141Di,1
raw_foldNd142Di,1
raw_foldNd143Di,1
raw_foldNd144Di,NA
raw_foldNd145Di,NA
raw_foldNd146Di,NA
raw_foldSm147Di,1
raw_foldNd148Di,NA
raw_foldSm149Di,NA
raw_foldNd150Di,1
raw_foldEu151Di,NA
raw_foldSm152Di,1
raw_foldEu153Di,NA
raw_foldSm154Di,1
raw_foldGd155Di,1
raw_foldGd156Di,NA
raw_foldGd158Di,1
raw_foldTb159Di,1
raw_foldGd160Di,1
raw_foldDy161Di,NA
raw_foldDy162Di,NA
raw_foldDy163Di,NA
raw_foldDy164Di,NA
raw_foldHo165Di,1
raw_foldEr166Di,1
raw_foldEr167Di,NA
raw_foldEr168Di,1
raw_foldTm169Di,NA
raw_foldEr170Di,1
raw_foldYb171Di,NA
raw_foldYb172Di,NA
raw_foldYb173Di,NA
raw_foldYb174Di,1
raw_foldLu175Di,NA
raw_foldYb176Di,NA
raw_foldBCKG190Di,NA
raw_foldIr191Di,1
raw_foldIr193Di,1
