,hBM-10n-sort-p2-concat-normalized-noCD3-CD14-CD15.fcs.cluster.fcs.anno.Rsave
count,48
mediansTime,1.66352693551883
mediansEvent_length,0.473749793018526
mediansRh103Di,0
mediansIn113Di,0
mediansIn115Di,0
mediansXe131Di,0
mediansCs133Di,0
mediansBa138Di,0.0150824607619679
mediansLa139Di,0.050584536792823
mediansCe140Di,0
mediansPr141Di,0.559979942315043
mediansNd142Di,0.137429247226361
mediansNd143Di,0.0739722446127149
mediansNd144Di,0
mediansNd145Di,0
mediansNd146Di,0
mediansSm147Di,0.0896315521417189
mediansNd148Di,0
mediansSm149Di,0
mediansNd150Di,0
mediansEu151Di,0.00800642646066983
mediansSm152Di,0.620349746065767
mediansEu153Di,0
mediansSm154Di,0.603939967049288
mediansGd155Di,0
mediansGd156Di,0.0689898824442968
mediansGd158Di,0.0216624961660878
mediansTb159Di,0.000310272168012852
mediansGd160Di,0.0397416822512441
mediansDy161Di,0
mediansDy162Di,0
mediansDy163Di,0
mediansDy164Di,0
mediansHo165Di,0.11461421794049
mediansEr166Di,0.0659473238493853
mediansEr167Di,0.0588118653985225
mediansEr168Di,0.0383813669850317
mediansTm169Di,0
mediansEr170Di,0.535425555460854
mediansYb171Di,0
mediansYb172Di,0
mediansYb173Di,0
mediansYb174Di,0.0762441238628655
mediansLu175Di,0
mediansYb176Di,0
mediansBCKG190Di,0
mediansIr191Di,0.866023162844625
mediansIr193Di,0.953656810058603
raw_mediansTime,12.7210583686829
raw_mediansEvent_length,2.45835518836975
raw_mediansRh103Di,0
raw_mediansIn113Di,0
raw_mediansIn115Di,0
raw_mediansXe131Di,0
raw_mediansCs133Di,0
raw_mediansBa138Di,0.0754152350127697
raw_mediansLa139Di,0.253030739724636
raw_mediansCe140Di,0
raw_mediansPr141Di,2.94854342937469
raw_mediansNd142Di,0.689312249422073
raw_mediansNd143Di,0.370199084281921
raw_mediansNd144Di,0
raw_mediansNd145Di,0
raw_mediansNd146Di,0
raw_mediansSm147Di,0.448758244514465
raw_mediansNd148Di,0
raw_mediansSm149Di,0
raw_mediansNd150Di,0
raw_mediansEu151Di,0.0400325637310743
raw_mediansSm152Di,3.30455505847931
raw_mediansEu153Di,0
raw_mediansSm154Di,3.20665109157562
raw_mediansGd155Di,0
raw_mediansGd156Di,0.345226839184761
raw_mediansGd158Di,0.108320958912373
raw_mediansTb159Di,0.00155136093962938
raw_mediansGd160Di,0.198761686682701
raw_mediansDy161Di,0
raw_mediansDy162Di,0
raw_mediansDy163Di,0
raw_mediansDy164Di,0
raw_mediansHo165Di,0.574332177639008
raw_mediansEr166Di,0.329978793859482
raw_mediansEr167Di,0.294228926301003
raw_mediansEr168Di,0.191953971982002
raw_mediansTm169Di,0
raw_mediansEr170Di,2.80688977241516
raw_mediansYb171Di,0
raw_mediansYb172Di,0
raw_mediansYb173Di,0
raw_mediansYb174Di,0.381590336561203
raw_mediansLu175Di,0
raw_mediansYb176Di,0
raw_mediansBCKG190Di,0
raw_mediansIr191Di,4.89204096794128
raw_mediansIr193Di,5.52463269233704
cvsTime,4.98738917189925
cvsEvent_length,8.38903255442783
cvsRh103Di,483.883614355886
cvsIn113Di,692.820323027551
cvsIn115Di,575.444175762415
cvsXe131Di,151.602332662636
cvsCs133Di,315.440716589009
cvsBa138Di,206.675950764545
cvsLa139Di,98.6905329491004
cvsCe140Di,227.712721709089
