,hBM-10n-sort-p2-concat-normalized-noCD3-CD14-CD15.fcs.cluster.fcs.anno.Rsave
count,84
mediansTime,1.62936133507559
mediansEvent_length,0.470643877719231
mediansRh103Di,0
mediansIn113Di,0
mediansIn115Di,0
mediansXe131Di,0
mediansCs133Di,0
mediansBa138Di,0
mediansLa139Di,0.107496611256885
mediansCe140Di,0
mediansPr141Di,0.13246122250106
mediansNd142Di,0.0947557915590205
mediansNd143Di,0.0488702355001465
mediansNd144Di,0
mediansNd145Di,0
mediansNd146Di,0
mediansSm147Di,0.145067672887271
mediansNd148Di,0
mediansSm149Di,0
mediansNd150Di,0.0812804191938035
mediansEu151Di,0
mediansSm152Di,0.245759241796266
mediansEu153Di,0
mediansSm154Di,0.765669784793607
mediansGd155Di,0.00487874370016078
mediansGd156Di,0
mediansGd158Di,0.018466254456048
mediansTb159Di,0.214495817287138
mediansGd160Di,0.0182465800304101
mediansDy161Di,0
mediansDy162Di,0
mediansDy163Di,0
mediansDy164Di,0
mediansHo165Di,0.170785472126759
mediansEr166Di,0.0104828117753379
mediansEr167Di,0
mediansEr168Di,0.0022085011623647
mediansTm169Di,0
mediansEr170Di,0.233201706351662
mediansYb171Di,0
mediansYb172Di,0
mediansYb173Di,0
mediansYb174Di,0.0852855527810356
mediansLu175Di,0
mediansYb176Di,0
mediansBCKG190Di,0
mediansIr191Di,0.814419533944215
mediansIr193Di,0.894714491069935
raw_mediansTime,12.2615313529968
raw_mediansEvent_length,2.44107365608215
raw_mediansRh103Di,0
raw_mediansIn113Di,0
raw_mediansIn115Di,0
raw_mediansXe131Di,0
raw_mediansCs133Di,0
raw_mediansBa138Di,0
raw_mediansLa139Di,0.538519024848938
raw_mediansCe140Di,0
raw_mediansPr141Di,0.664247632026672
raw_mediansNd142Di,0.474488481879234
raw_mediansNd143Di,0.244448751211166
raw_mediansNd144Di,0
raw_mediansNd145Di,0
raw_mediansNd146Di,0
raw_mediansSm147Di,0.727885127067566
raw_mediansNd148Di,0
raw_mediansSm149Di,0
raw_mediansNd150Di,0.406849727034569
raw_mediansEu151Di,0
raw_mediansSm152Di,1.24120301008224
raw_mediansEu153Di,0
raw_mediansSm154Di,4.21353197097778
raw_mediansGd155Di,0.0243938323110342
raw_mediansGd156Di,0
raw_mediansGd158Di,0.0923365354537964
raw_mediansTb159Di,1.08073842525482
raw_mediansGd160Di,0.0912379734218121
raw_mediansDy161Di,0
raw_mediansDy162Di,0
raw_mediansDy163Di,0
raw_mediansDy164Di,0
raw_mediansHo165Di,0.858084678649902
raw_mediansEr166Di,0.0524150189012289
raw_mediansEr167Di,0
raw_mediansEr168Di,0.0110425148159266
raw_mediansTm169Di,0
raw_mediansEr170Di,1.17660582065582
raw_mediansYb171Di,0
raw_mediansYb172Di,0
raw_mediansYb173Di,0
raw_mediansYb174Di,0.426945403218269
raw_mediansLu175Di,0
raw_mediansYb176Di,0
raw_mediansBCKG190Di,0
raw_mediansIr191Di,4.5374219417572
raw_mediansIr193Di,5.09478235244751
cvsTime,5.3153568358654
cvsEvent_length,9.98289607080985
cvsRh103Di,443.151443259218
cvsIn113Di,814.363575895257
cvsIn115Di,775.80183959053
cvsXe131Di,180.031754467256
cvsCs133Di,364.846371712259
cvsBa138Di,146.513457666854
cvsLa139Di,74.3165351848492
cvsCe140Di,353.010967636486
cvsPr141Di,76.3114005516759
cvsNd142Di,77.3037615533153
cvsNd143Di,110.430680973106
cvsNd144Di,273.748175695281
cvsNd145Di,515.98827430282
cvsNd146Di,188.10657397716
cvsSm147Di,8.18517050742686
cvsNd148Di,215.729222443045
cvsSm149Di,232.579428724694
cvsNd150Di,104.289697498902
cvsEu151Di,194.681195710437
cvsSm152Di,7.81697623060679
cvsEu153Di,239.692284454951
cvsSm154Di,19.2425405407306
cvsGd155Di,154.430249980541
cvsGd156Di,423.541560598872
cvsGd158Di,144.587481316469
cvsTb159Di,67.1067268088438
cvsGd160Di,124.350031412852
cvsDy161Di,259.752659024736
cvsDy162Di,315.173539315402
cvsDy163Di,169.214558432052
cvsDy164Di,207.371457484848
cvsHo165Di,68.9775225435772
cvsEr166Di,128.195890135646
cvsEr167Di,267.970518817614
cvsEr168Di,143.397101814096
cvsTm169Di,249.691407089552
cvsEr170Di,54.654788387441
cvsYb171Di,234.010251322075
cvsYb172Di,259.097475974033
cvsYb173Di,271.006327381484
cvsYb174Di,110.655614213089
cvsLu175Di,278.323451288029
cvsYb176Di,170.227135503066
cvsBCKG190Di,391.845058068057
cvsIr191Di,5.5154946345876
cvsIr193Di,4.73238694647559
percenttotal,0.0990846465980938
percenttotalratiolog,0
foldTime,0
foldEvent_length,0
foldRh103Di,0
foldIn113Di,0
foldIn115Di,0
foldXe131Di,0
foldCs133Di,0
foldBa138Di,0
foldLa139Di,0
foldCe140Di,0
foldPr141Di,0
foldNd142Di,0
foldNd143Di,0
foldNd144Di,0
foldNd145Di,0
foldNd146Di,0
foldSm147Di,0
foldNd148Di,0
foldSm149Di,0
foldNd150Di,0
foldEu151Di,0
foldSm152Di,0
foldEu153Di,0
foldSm154Di,0
foldGd155Di,0
foldGd156Di,0
foldGd158Di,0
foldTb159Di,0
foldGd160Di,0
foldDy161Di,0
foldDy162Di,0
foldDy163Di,0
foldDy164Di,0
foldHo165Di,0
foldEr166Di,0
foldEr167Di,0
foldEr168Di,0
foldTm169Di,0
foldEr170Di,0
foldYb171Di,0
foldYb172Di,0
foldYb173Di,0
foldYb174Di,0
foldLu175Di,0
foldYb176Di,0
foldBCKG190Di,0
foldIr191Di,0
foldIr193Di,0
raw_foldTime,1
raw_foldEvent_length,1
raw_foldRh103Di,NA
raw_foldIn113Di,NA
raw_foldIn115Di,NA
raw_foldXe131Di,NA
raw_foldCs133Di,NA
raw_foldBa138Di,NA
raw_foldLa139Di,1
raw_foldCe140Di,NA
raw_foldPr141Di,1
raw_foldNd142Di,1
raw_foldNd143Di,1
raw_foldNd144Di,NA
raw_foldNd145Di,NA
raw_foldNd146Di,NA
raw_foldSm147Di,1
raw_foldNd148Di,NA
raw_foldSm149Di,NA
raw_foldNd150Di,1
raw_foldEu151Di,NA
raw_foldSm152Di,1
raw_foldEu153Di,NA
raw_foldSm154Di,1
raw_foldGd155Di,1
raw_foldGd156Di,NA
raw_foldGd158Di,1
raw_foldTb159Di,1
raw_foldGd160Di,1
raw_foldDy161Di,NA
raw_foldDy162Di,NA
raw_foldDy163Di,NA
raw_foldDy164Di,NA
raw_foldHo165Di,1
raw_foldEr166Di,1
raw_foldEr167Di,NA
raw_foldEr168Di,1
raw_foldTm169Di,NA
raw_foldEr170Di,1
raw_foldYb171Di,NA
raw_foldYb172Di,NA
raw_foldYb173Di,NA
raw_foldYb174Di,1
raw_foldLu175Di,NA
raw_foldYb176Di,NA
raw_foldBCKG190Di,NA
raw_foldIr191Di,1
raw_foldIr193Di,1
