,hBM-10n-sort-p2-concat-normalized-noCD3-CD14-CD15.fcs.cluster.fcs.anno.Rsave
count,81
mediansTime,1.61534861925062
mediansEvent_length,0.473749793018526
mediansRh103Di,0
mediansIn113Di,0
mediansIn115Di,0
mediansXe131Di,0
mediansCs133Di,0
mediansBa138Di,0.00376465846943514
mediansLa139Di,0.0309436022151303
mediansCe140Di,0
mediansPr141Di,0.515916178380293
mediansNd142Di,0.122478940044057
mediansNd143Di,0.0694773019055944
mediansNd144Di,0
mediansNd145Di,0
mediansNd146Di,0
mediansSm147Di,0.036502497895058
mediansNd148Di,0.0594367603422976
mediansSm149Di,0
mediansNd150Di,0
mediansEu151Di,0
mediansSm152Di,0.621229357844413
mediansEu153Di,0
mediansSm154Di,0.615414230591592
mediansGd155Di,0
mediansGd156Di,0.0379345355867771
mediansGd158Di,0.0143288969141559
mediansTb159Di,0
mediansGd160Di,0.0354841506870413
mediansDy161Di,0
mediansDy162Di,0
mediansDy163Di,0.0098451163892891
mediansDy164Di,0
mediansHo165Di,0.127187303980763
mediansEr166Di,0.0768025851862831
mediansEr167Di,0
mediansEr168Di,0.0328163966823279
mediansTm169Di,0
mediansEr170Di,0.426496743147711
mediansYb171Di,0
mediansYb172Di,0
mediansYb173Di,0
mediansYb174Di,0.100911437161375
mediansLu175Di,0
mediansYb176Di,0
mediansBCKG190Di,0
mediansIr191Di,0.857897684442353
mediansIr193Di,0.944279022891437
raw_mediansTime,12.0770492553711
raw_mediansEvent_length,2.45835518836975
raw_mediansRh103Di,0
raw_mediansIn113Di,0
raw_mediansIn115Di,0
raw_mediansXe131Di,0
raw_mediansCs133Di,0
raw_mediansBa138Di,0.0188233368098736
raw_mediansLa139Di,0.154742702841759
raw_mediansCe140Di,0
raw_mediansPr141Di,2.69554781913757
raw_mediansNd142Di,0.613926947116852
raw_mediansNd143Di,0.347666054964066
raw_mediansNd144Di,0
raw_mediansNd145Di,0
raw_mediansNd146Di,0
raw_mediansSm147Di,0.182553023099899
raw_mediansNd148Di,0.297358810901642
raw_mediansSm149Di,0
raw_mediansNd150Di,0
raw_mediansEu151Di,0
raw_mediansSm152Di,3.30982804298401
raw_mediansEu153Di,0
raw_mediansSm154Di,3.27501487731934
raw_mediansGd155Di,0
raw_mediansGd156Di,0.189718171954155
raw_mediansGd158Di,0.071646936237812
raw_mediansTb159Di,0
raw_mediansGd160Di,0.177457988262177
raw_mediansDy161Di,0
raw_mediansDy162Di,0
raw_mediansDy163Di,0.0492263771593571
raw_mediansDy164Di,0
raw_mediansHo165Di,0.637652456760406
raw_mediansEr166Di,0.384390562772751
raw_mediansEr167Di,0
raw_mediansEr168Di,0.164111435413361
raw_mediansTm169Di,0
raw_mediansEr170Di,2.19772386550903
raw_mediansYb171Di,0
raw_mediansYb172Di,0
raw_mediansYb173Di,0
raw_mediansYb174Di,0.505413949489594
raw_mediansLu175Di,0
raw_mediansYb176Di,0
raw_mediansBCKG190Di,0
raw_mediansIr191Di,4.83536291122437
raw_mediansIr193Di,5.45499801635742
cvsTime,6.43526891245567
cvsEvent_length,8.55873202052076
cvsRh103Di,382.30528349865
cvsIn113Di,705.712569308236
cvsIn115Di,449.748107841848
cvsXe131Di,157.04250661613
cvsCs133Di,352.138745345881
cvsBa138Di,188.863326365455
cvsLa139Di,116.097840191722
cvsCe140Di,274.629540078901
cvsPr141Di,25.929262362071
cvsNd142Di,72.4503622137295
cvsNd143Di,87.4408224047081
cvsNd144Di,200.644770450736
cvsNd145Di,404.629053769018
cvsNd146Di,216.977338496342
cvsSm147Di,32.3325644219971
cvsNd148Di,29.6107869278599
cvsSm149Di,189.366014287298
cvsNd150Di,217.431782601726
cvsEu151Di,184.656783094511
cvsSm152Di,2.5749942074439
cvsEu153Di,190.91696287294
cvsSm154Di,14.6041339794679
cvsGd155Di,179.835670888816
cvsGd156Di,108.380592248825
cvsGd158Di,170.085624658684
cvsTb159Di,160.07366076124
cvsGd160Di,106.822557823383
cvsDy161Di,258.441557982584
cvsDy162Di,250.810832122712
cvsDy163Di,147.6692722612
cvsDy164Di,175.249153614447
cvsHo165Di,68.7803886176061
cvsEr166Di,82.9061951868966
cvsEr167Di,239.424789369552
cvsEr168Di,103.435096828248
cvsTm169Di,218.281145443038
cvsEr170Di,54.3580743162415
cvsYb171Di,194.336023286299
cvsYb172Di,216.58592152752
cvsYb173Di,237.144794810074
cvsYb174Di,88.0832288900333
cvsLu175Di,240.39430439646
cvsYb176Di,175.245739512345
cvsBCKG190Di,425.172314031105
cvsIr191Di,4.54738080407001
cvsIr193Di,3.98946103284619
percenttotal,0.0955459092195905
percenttotalratiolog,0
foldTime,0
foldEvent_length,0
foldRh103Di,0
