,hBM-10n-sort-p2-concat-normalized-noCD3-CD14-CD15.fcs.cluster.fcs.anno.Rsave
count,35
mediansTime,1.65965498474721
mediansEvent_length,0.467537962419937
mediansRh103Di,0
mediansIn113Di,0
mediansIn115Di,0
mediansXe131Di,0.00550845422640249
mediansCs133Di,0
mediansBa138Di,0.0235569131923607
mediansLa139Di,0.0305189855362602
mediansCe140Di,0
mediansPr141Di,0.415793726525188
mediansNd142Di,0.0370295831088987
mediansNd143Di,0.0772990657753943
mediansNd144Di,0
mediansNd145Di,0
mediansNd146Di,0.00240794336558585
mediansSm147Di,0
mediansNd148Di,0.174005028123565
mediansSm149Di,0
mediansNd150Di,0
mediansEu151Di,0
mediansSm152Di,0.656877025353226
mediansEu153Di,0.00403385782003323
mediansSm154Di,0.635266558038314
mediansGd155Di,0
mediansGd156Di,0.00376536254431131
mediansGd158Di,0
mediansTb159Di,0.00125143383561677
mediansGd160Di,0.0291613641812513
mediansDy161Di,0
mediansDy162Di,0
mediansDy163Di,0
mediansDy164Di,0
mediansHo165Di,0.117964713281725
mediansEr166Di,0.017720449886001
mediansEr167Di,0
mediansEr168Di,0.0481551865992096
mediansTm169Di,0
mediansEr170Di,0.257064547119298
mediansYb171Di,0
mediansYb172Di,0
mediansYb173Di,0
mediansYb174Di,0.101007565962417
mediansLu175Di,0
mediansYb176Di,0.0157423759104002
mediansBCKG190Di,0
mediansIr191Di,0.850131272906245
mediansIr193Di,0.932828749808213
raw_mediansTime,12.6682300567627
raw_mediansEvent_length,2.42379212379456
raw_mediansRh103Di,0
raw_mediansIn113Di,0
raw_mediansIn115Di,0
raw_mediansXe131Di,0.0275424104183912
raw_mediansCs133Di,0
raw_mediansBa138Di,0.117795459926128
raw_mediansLa139Di,0.152618616819382
raw_mediansCe140Di,0
raw_mediansPr141Di,2.13939213752747
raw_mediansNd142Di,0.185190230607986
raw_mediansNd143Di,0.386880338191986
raw_mediansNd144Di,0
raw_mediansNd145Di,0
raw_mediansNd146Di,0.0120397284626961
raw_mediansSm147Di,0
raw_mediansNd148Di,0.874422192573547
raw_mediansSm149Di,0
raw_mediansNd150Di,0
raw_mediansEu151Di,0
raw_mediansSm152Di,3.52572870254517
raw_mediansEu153Di,0.0201693437993526
raw_mediansSm154Di,3.39432740211487
raw_mediansGd155Di,0
raw_mediansGd156Di,0.0188268572092056
raw_mediansGd158Di,0
raw_mediansTb159Di,0.00625717081129551
raw_mediansGd160Di,0.145827487111092
raw_mediansDy161Di,0
raw_mediansDy162Di,0
raw_mediansDy163Di,0
raw_mediansDy164Di,0
raw_mediansHo165Di,0.591192483901978
raw_mediansEr166Di,0.0886068865656853
raw_mediansEr167Di,0
raw_mediansEr168Di,0.240869000554085
raw_mediansTm169Di,0
raw_mediansEr170Di,1.29952573776245
raw_mediansYb171Di,0
raw_mediansYb172Di,0
raw_mediansYb173Di,0
raw_mediansYb174Di,0.505897045135498
raw_mediansLu175Di,0
raw_mediansYb176Di,0.0787151306867599
raw_mediansBCKG190Di,0
raw_mediansIr191Di,4.78148794174194
raw_mediansIr193Di,5.37062406539917
cvsTime,3.67147464666364
cvsEvent_length,7.96232738633013
cvsRh103Di,352.881817841515
cvsIn113Di,NA
cvsIn115Di,289.811466119912
cvsXe131Di,157.49041714549
cvsCs133Di,591.607978309962
cvsBa138Di,117.239524020694
cvsLa139Di,122.390007681258
cvsCe140Di,353.952677751494
cvsPr141Di,47.2221812183241
cvsNd142Di,105.080450129732
cvsNd143Di,94.6404836952996
cvsNd144Di,203.364403233872
cvsNd145Di,378.582986113048
cvsNd146Di,160.642771469267
cvsSm147Di,206.523338986128
cvsNd148Di,16.6790193756286
cvsSm149Di,202.975080443886
cvsNd150Di,175.391882356067
cvsEu151Di,149.546302161813
cvsSm152Di,4.38307464925372
cvsEu153Di,214.041886876656
cvsSm154Di,21.2797933510776
cvsGd155Di,175.019178319411
cvsGd156Di,126.456106478978
cvsGd158Di,157.628705217587
cvsTb159Di,171.136535410065
cvsGd160Di,123.585161280422
cvsDy161Di,290.527513768282
cvsDy162Di,266.075248258627
cvsDy163Di,165.826009702699
cvsDy164Di,213.415433854344
cvsHo165Di,83.0061860653369
cvsEr166Di,146.657596909243
cvsEr167Di,205.025625655492
cvsEr168Di,101.653218950989
cvsTm169Di,263.100468857792
cvsEr170Di,76.4336963881556
cvsYb171Di,311.83868481454
cvsYb172Di,172.127146818634
cvsYb173Di,200.346794432002
cvsYb174Di,91.3397224531766
cvsLu175Di,182.563617051572
cvsYb176Di,125.381243597748
cvsBCKG190Di,NA
cvsIr191Di,5.50288191416603
cvsIr193Di,4.65776899582041
percenttotal,0.0412852694158724
percenttotalratiolog,0
foldTime,0
foldEvent_length,0
foldRh103Di,0
foldIn113Di,0
foldIn115Di,0
foldXe131Di,0
foldCs133Di,0
foldBa138Di,0
foldLa139Di,0
foldCe140Di,0
foldPr141Di,0
foldNd142Di,0
foldNd143Di,0
foldNd144Di,0
foldNd145Di,0
foldNd146Di,0
foldSm147Di,0
foldNd148Di,0
foldSm149Di,0
foldNd150Di,0
foldEu151Di,0
foldSm152Di,0
foldEu153Di,0
foldSm154Di,0
foldGd155Di,0
foldGd156Di,0
foldGd158Di,0
foldTb159Di,0
foldGd160Di,0
foldDy161Di,0
foldDy162Di,0
foldDy163Di,0
foldDy164Di,0
foldHo165Di,0
foldEr166Di,0
foldEr167Di,0
foldEr168Di,0
foldTm169Di,0
foldEr170Di,0
foldYb171Di,0
foldYb172Di,0
foldYb173Di,0
foldYb174Di,0
foldLu175Di,0
foldYb176Di,0
foldBCKG190Di,0
foldIr191Di,0
foldIr193Di,0
raw_foldTime,1
raw_foldEvent_length,1
raw_foldRh103Di,NA
raw_foldIn113Di,NA
raw_foldIn115Di,NA
raw_foldXe131Di,1
raw_foldCs133Di,NA
raw_foldBa138Di,1
raw_foldLa139Di,1
raw_foldCe140Di,NA
raw_foldPr141Di,1
raw_foldNd142Di,1
raw_foldNd143Di,1
raw_foldNd144Di,NA
raw_foldNd145Di,NA
raw_foldNd146Di,1
raw_foldSm147Di,NA
raw_foldNd148Di,1
raw_foldSm149Di,NA
raw_foldNd150Di,NA
raw_foldEu151Di,NA
raw_foldSm152Di,1
raw_foldEu153Di,1
raw_foldSm154Di,1
raw_foldGd155Di,NA
raw_foldGd156Di,1
raw_foldGd158Di,NA
raw_foldTb159Di,1
raw_foldGd160Di,1
raw_foldDy161Di,NA
raw_foldDy162Di,NA
raw_foldDy163Di,NA
raw_foldDy164Di,NA
raw_foldHo165Di,1
raw_foldEr166Di,1
raw_foldEr167Di,NA
raw_foldEr168Di,1
raw_foldTm169Di,NA
raw_foldEr170Di,1
raw_foldYb171Di,NA
raw_foldYb172Di,NA
raw_foldYb173Di,NA
raw_foldYb174Di,1
raw_foldLu175Di,NA
raw_foldYb176Di,1
raw_foldBCKG190Di,NA
raw_foldIr191Di,1
raw_foldIr193Di,1
