,hBM-10n-sort-p2-concat-normalized-noCD3-CD14-CD15.fcs.cluster.fcs.anno.Rsave
count,47
mediansTime,1.65298162385787
mediansEvent_length,0.467537962419937
mediansRh103Di,0
mediansIn113Di,0
mediansIn115Di,0
mediansXe131Di,0
mediansCs133Di,0
mediansBa138Di,0.0231242715256613
mediansLa139Di,0.0391553300270473
mediansCe140Di,0
mediansPr141Di,0.148270268305163
mediansNd142Di,0
mediansNd143Di,0.115819398040416
mediansNd144Di,0
mediansNd145Di,0
mediansNd146Di,0.0110585179041417
mediansSm147Di,0
mediansNd148Di,0.111423035538078
mediansSm149Di,0
mediansNd150Di,0
mediansEu151Di,0
mediansSm152Di,0.415787019112193
mediansEu153Di,0.0176826768901793
mediansSm154Di,0.682732251338709
mediansGd155Di,0.0181690814132148
mediansGd156Di,0
mediansGd158Di,0.036907390668272
mediansTb159Di,0
mediansGd160Di,0.0638731773233353
mediansDy161Di,0
mediansDy162Di,0
mediansDy163Di,0.0231318571680428
mediansDy164Di,0.029553173351838
mediansHo165Di,0.234663862567649
mediansEr166Di,0.0479222224840693
mediansEr167Di,0.0786715843618713
mediansEr168Di,0.0331747682234525
mediansTm169Di,0
mediansEr170Di,0.130704462250212
mediansYb171Di,0
mediansYb172Di,0
mediansYb173Di,0.0101965485896559
mediansYb174Di,0.187920646380365
mediansLu175Di,0
mediansYb176Di,0.0312328012779808
mediansBCKG190Di,0
mediansIr191Di,0.853401265374571
mediansIr193Di,0.939386758819478
raw_mediansTime,12.5776252746582
raw_mediansEvent_length,2.42379212379456
raw_mediansRh103Di,0
raw_mediansIn113Di,0
raw_mediansIn115Di,0
raw_mediansXe131Di,0
raw_mediansCs133Di,0
raw_mediansBa138Di,0.11563166230917
raw_mediansLa139Di,0.195826679468155
raw_mediansCe140Di,0
raw_mediansPr141Di,0.744070649147034
raw_mediansNd142Di,0
raw_mediansNd143Di,0.58039253950119
raw_mediansNd144Di,0
raw_mediansNd145Di,0
raw_mediansNd146Di,0.0552937164902687
raw_mediansSm147Di,0
raw_mediansNd148Di,0.558268666267395
raw_mediansSm149Di,0
raw_mediansNd150Di,0
raw_mediansEu151Di,0
raw_mediansSm152Di,2.13935565948486
raw_mediansEu153Di,0.0884179919958115
raw_mediansSm154Di,3.68510890007019
raw_mediansGd155Di,0.090850405395031
raw_mediansGd156Di,0
raw_mediansGd158Di,0.184578850865364
raw_mediansTb159Di,0
raw_mediansGd160Di,0.319583088159561
raw_mediansDy161Di,0
raw_mediansDy162Di,0
raw_mediansDy163Di,0.115669600665569
raw_mediansDy164Di,0.147787377238274
raw_mediansHo165Di,1.18411755561829
raw_mediansEr166Di,0.239702835679054
raw_mediansEr167Di,0.393763810396194
raw_mediansEr168Di,0.165904268622398
raw_mediansTm169Di,0
raw_mediansEr170Di,0.655384659767151
raw_mediansYb171Di,0
raw_mediansYb172Di,0
raw_mediansYb173Di,0.0509836263954639
raw_mediansYb174Di,0.945143222808838
raw_mediansLu175Di,0
raw_mediansYb176Di,0.156189396977425
raw_mediansBCKG190Di,0
raw_mediansIr191Di,4.80413627624512
raw_mediansIr193Di,5.41886138916016
cvsTime,4.34358044704692
cvsEvent_length,9.78582852145997
cvsRh103Di,338.151496337991
cvsIn113Di,274.804910501969
cvsIn115Di,328.746264045308
cvsXe131Di,176.252356538958
cvsCs133Di,288.627914569264
cvsBa138Di,161.16935840747
cvsLa139Di,117.390205834274
cvsCe140Di,444.15383318147
cvsPr141Di,65.3250586945998
cvsNd142Di,164.790899266351
cvsNd143Di,64.2791152128521
cvsNd144Di,208.45180828134
cvsNd145Di,200.306973514943
cvsNd146Di,142.855807108212
cvsSm147Di,227.798289143882
cvsNd148Di,23.8116187063547
cvsSm149Di,210.21137819507
cvsNd150Di,194.838142143556
cvsEu151Di,195.614246216449
cvsSm152Di,7.05960268034117
cvsEu153Di,140.36840296051
cvsSm154Di,20.5055778701295
cvsGd155Di,129.793326602351
cvsGd156Di,227.864396247079
cvsGd158Di,96.9843178495925
cvsTb159Di,208.783724700362
cvsGd160Di,91.0744509498312
cvsDy161Di,168.956045035515
cvsDy162Di,220.466099670773
cvsDy163Di,126.722229748287
cvsDy164Di,118.207335873286
cvsHo165Di,59.0139951589331
cvsEr166Di,117.998695351826
cvsEr167Di,25.9981316266301
cvsEr168Di,121.128534294879
cvsTm169Di,182.699443751219
cvsEr170Di,79.6191587111075
cvsYb171Di,205.636514769748
cvsYb172Di,229.644579003347
cvsYb173Di,165.113803127996
cvsYb174Di,82.0944885733353
cvsLu175Di,249.055505551845
cvsYb176Di,114.924056834688
cvsBCKG190Di,494.672736078077
cvsIr191Di,6.0465090578156
cvsIr193Di,5.13135729668427
percenttotal,0.0554402189298858
percenttotalratiolog,0
foldTime,0
foldEvent_length,0
foldRh103Di,0
foldIn113Di,0
foldIn115Di,0
foldXe131Di,0
foldCs133Di,0
foldBa138Di,0
foldLa139Di,0
foldCe140Di,0
foldPr141Di,0
foldNd142Di,0
foldNd143Di,0
foldNd144Di,0
foldNd145Di,0
foldNd146Di,0
foldSm147Di,0
foldNd148Di,0
foldSm149Di,0
foldNd150Di,0
foldEu151Di,0
foldSm152Di,0
foldEu153Di,0
foldSm154Di,0
foldGd155Di,0
foldGd156Di,0
foldGd158Di,0
foldTb159Di,0
foldGd160Di,0
foldDy161Di,0
foldDy162Di,0
foldDy163Di,0
foldDy164Di,0
foldHo165Di,0
foldEr166Di,0
foldEr167Di,0
foldEr168Di,0
foldTm169Di,0
foldEr170Di,0
foldYb171Di,0
foldYb172Di,0
foldYb173Di,0
foldYb174Di,0
foldLu175Di,0
foldYb176Di,0
foldBCKG190Di,0
foldIr191Di,0
foldIr193Di,0
raw_foldTime,1
raw_foldEvent_length,1
raw_foldRh103Di,NA
raw_foldIn113Di,NA
raw_foldIn115Di,NA
raw_foldXe131Di,NA
raw_foldCs133Di,NA
raw_foldBa138Di,1
raw_foldLa139Di,1
raw_foldCe140Di,NA
raw_foldPr141Di,1
raw_foldNd142Di,NA
raw_foldNd143Di,1
raw_foldNd144Di,NA
raw_foldNd145Di,NA
raw_foldNd146Di,1
raw_foldSm147Di,NA
raw_foldNd148Di,1
raw_foldSm149Di,NA
raw_foldNd150Di,NA
raw_foldEu151Di,NA
raw_foldSm152Di,1
raw_foldEu153Di,1
raw_foldSm154Di,1
raw_foldGd155Di,1
raw_foldGd156Di,NA
raw_foldGd158Di,1
raw_foldTb159Di,NA
raw_foldGd160Di,1
raw_foldDy161Di,NA
raw_foldDy162Di,NA
raw_foldDy163Di,1
raw_foldDy164Di,1
raw_foldHo165Di,1
raw_foldEr166Di,1
raw_foldEr167Di,1
raw_foldEr168Di,1
raw_foldTm169Di,NA
raw_foldEr170Di,1
raw_foldYb171Di,NA
raw_foldYb172Di,NA
raw_foldYb173Di,1
raw_foldYb174Di,1
raw_foldLu175Di,NA
raw_foldYb176Di,1
raw_foldBCKG190Di,NA
raw_foldIr191Di,1
raw_foldIr193Di,1
