,hBM-10n-sort-p2-concat-normalized-noCD3-CD14-CD15.fcs.cluster.fcs.anno.Rsave
count,114
mediansTime,1.65414592492673
mediansEvent_length,0.467537962419937
mediansRh103Di,0
mediansIn113Di,0
mediansIn115Di,0
mediansXe131Di,0
mediansCs133Di,0
mediansBa138Di,0.00304581957198178
mediansLa139Di,0.0227542271620821
mediansCe140Di,0
mediansPr141Di,0.0951985210318307
mediansNd142Di,0
mediansNd143Di,0.103010311329301
mediansNd144Di,0
mediansNd145Di,0.0123825041789377
mediansNd146Di,0.000991432528213733
mediansSm147Di,0
mediansNd148Di,0
mediansSm149Di,0
mediansNd150Di,0
mediansEu151Di,0
mediansSm152Di,0.37813820561106
mediansEu153Di,0
mediansSm154Di,0.659532967259057
mediansGd155Di,0
mediansGd156Di,0
mediansGd158Di,0.028767303424186
mediansTb159Di,0
mediansGd160Di,0.0661876535190859
mediansDy161Di,0
mediansDy162Di,0
mediansDy163Di,0.00182291428433099
mediansDy164Di,0
mediansHo165Di,0.178195988535195
mediansEr166Di,0.0171563158387468
mediansEr167Di,0
mediansEr168Di,0.0230972058731122
mediansTm169Di,0
mediansEr170Di,0.0839960457332673
mediansYb171Di,0
mediansYb172Di,0
mediansYb173Di,0
mediansYb174Di,0.131630601535381
mediansLu175Di,0
mediansYb176Di,0
mediansBCKG190Di,0
mediansIr191Di,0.829192991539193
mediansIr193Di,0.915191398504187
raw_mediansTime,12.5933928489685
raw_mediansEvent_length,2.42379212379456
raw_mediansRh103Di,0
raw_mediansIn113Di,0
raw_mediansIn115Di,0
raw_mediansXe131Di,0
raw_mediansCs133Di,0
raw_mediansBa138Di,0.0152291296981275
raw_mediansLa139Di,0.113780956715345
raw_mediansCe140Di,0
raw_mediansPr141Di,0.476711943745613
raw_mediansNd142Di,0
raw_mediansNd143Di,0.51596400141716
raw_mediansNd144Di,0
raw_mediansNd145Di,0.0619141031056643
raw_mediansNd146Di,0.00495716524892487
raw_mediansSm147Di,0
raw_mediansNd148Di,0
raw_mediansSm149Di,0
raw_mediansNd150Di,0
raw_mediansEu151Di,0
raw_mediansSm152Di,1.93607211112976
raw_mediansEu153Di,0
raw_mediansSm154Di,3.54199039936066
raw_mediansGd155Di,0
raw_mediansGd156Di,0
raw_mediansGd158Di,0.143856473267078
raw_mediansTb159Di,0
raw_mediansGd160Di,0.331180557608604
raw_mediansDy161Di,0
raw_mediansDy162Di,0
raw_mediansDy163Di,0.00911457650363445
raw_mediansDy164Di,0
raw_mediansHo165Di,0.895709037780762
raw_mediansEr166Di,0.0857857912778854
raw_mediansEr167Di,0
raw_mediansEr168Di,0.115496337413788
raw_mediansTm169Di,0
raw_mediansEr170Di,0.420474514365196
raw_mediansYb171Di,0
raw_mediansYb172Di,0
raw_mediansYb173Di,0
raw_mediansYb174Di,0.660055249929428
raw_mediansLu175Di,0
raw_mediansYb176Di,0
raw_mediansBCKG190Di,0
raw_mediansIr191Di,4.63766860961914
raw_mediansIr193Di,5.24203300476074
cvsTime,6.17615648172737
cvsEvent_length,8.14159578733424
cvsRh103Di,291.068240465887
cvsIn113Di,568.905927109074
cvsIn115Di,463.4811513891
cvsXe131Di,161.490007198356
cvsCs133Di,388.380288643753
cvsBa138Di,142.715020688079
cvsLa139Di,144.574178078084
cvsCe140Di,293.206191718758
cvsPr141Di,92.2879514898818
cvsNd142Di,167.225410577359
cvsNd143Di,72.2418490400426
cvsNd144Di,194.889862557471
cvsNd145Di,27.6889823466289
cvsNd146Di,146.95317572419
cvsSm147Di,316.825764615111
cvsNd148Di,222.042106496483
cvsSm149Di,261.718326958936
cvsNd150Di,219.613628190995
cvsEu151Di,163.865569336476
cvsSm152Di,4.62749054653362
cvsEu153Di,185.651596853696
cvsSm154Di,26.0543232870702
cvsGd155Di,175.739394557932
cvsGd156Di,249.207764532541
cvsGd158Di,110.130019953747
cvsTb159Di,208.590716012819
cvsGd160Di,88.3572169707185
cvsDy161Di,192.539810470717
cvsDy162Di,297.99802791971
cvsDy163Di,176.606069092287
cvsDy164Di,183.240465516539
cvsHo165Di,56.5502623949053
cvsEr166Di,134.362753395893
cvsEr167Di,315.626427525961
cvsEr168Di,125.74709671961
cvsTm169Di,231.825170304595
cvsEr170Di,102.67260792293
cvsYb171Di,201.474033083687
cvsYb172Di,240.806205477083
cvsYb173Di,161.057491549803
cvsYb174Di,76.672115932582
cvsLu175Di,213.136030479226
cvsYb176Di,148.378060114165
cvsBCKG190Di,650.562659506319
cvsIr191Di,5.36419611694786
cvsIr193Di,4.68317860283739
percenttotal,0.134472020383127
percenttotalratiolog,0
foldTime,0
foldEvent_length,0
foldRh103Di,0
foldIn113Di,0
foldIn115Di,0
foldXe131Di,0
foldCs133Di,0
foldBa138Di,0
foldLa139Di,0
foldCe140Di,0
foldPr141Di,0
foldNd142Di,0
foldNd143Di,0
foldNd144Di,0
foldNd145Di,0
foldNd146Di,0
foldSm147Di,0
foldNd148Di,0
foldSm149Di,0
foldNd150Di,0
foldEu151Di,0
foldSm152Di,0
foldEu153Di,0
foldSm154Di,0
foldGd155Di,0
foldGd156Di,0
foldGd158Di,0
foldTb159Di,0
foldGd160Di,0
foldDy161Di,0
foldDy162Di,0
foldDy163Di,0
foldDy164Di,0
foldHo165Di,0
foldEr166Di,0
foldEr167Di,0
foldEr168Di,0
foldTm169Di,0
foldEr170Di,0
foldYb171Di,0
foldYb172Di,0
foldYb173Di,0
foldYb174Di,0
foldLu175Di,0
foldYb176Di,0
foldBCKG190Di,0
foldIr191Di,0
foldIr193Di,0
raw_foldTime,1
raw_foldEvent_length,1
raw_foldRh103Di,NA
raw_foldIn113Di,NA
raw_foldIn115Di,NA
raw_foldXe131Di,NA
raw_foldCs133Di,NA
raw_foldBa138Di,1
raw_foldLa139Di,1
raw_foldCe140Di,NA
raw_foldPr141Di,1
raw_foldNd142Di,NA
raw_foldNd143Di,1
raw_foldNd144Di,NA
raw_foldNd145Di,1
raw_foldNd146Di,1
raw_foldSm147Di,NA
raw_foldNd148Di,NA
raw_foldSm149Di,NA
raw_foldNd150Di,NA
raw_foldEu151Di,NA
raw_foldSm152Di,1
raw_foldEu153Di,NA
raw_foldSm154Di,1
raw_foldGd155Di,NA
raw_foldGd156Di,NA
raw_foldGd158Di,1
raw_foldTb159Di,NA
raw_foldGd160Di,1
raw_foldDy161Di,NA
raw_foldDy162Di,NA
raw_foldDy163Di,1
raw_foldDy164Di,NA
raw_foldHo165Di,1
raw_foldEr166Di,1
raw_foldEr167Di,NA
raw_foldEr168Di,1
raw_foldTm169Di,NA
raw_foldEr170Di,1
raw_foldYb171Di,NA
raw_foldYb172Di,NA
raw_foldYb173Di,NA
raw_foldYb174Di,1
raw_foldLu175Di,NA
raw_foldYb176Di,NA
raw_foldBCKG190Di,NA
raw_foldIr191Di,1
raw_foldIr193Di,1
