,hBM-10n-sort-p2-concat-normalized-noCD3-CD14-CD15.fcs.cluster.fcs.anno.Rsave
count,82
mediansTime,1.61680523937872
mediansEvent_length,0.467537962419937
mediansRh103Di,0
mediansIn113Di,0
mediansIn115Di,0
mediansXe131Di,0
mediansCs133Di,0
mediansBa138Di,0.0226007907850154
mediansLa139Di,0.195878222043943
mediansCe140Di,0
mediansPr141Di,0.188601502786923
mediansNd142Di,0.179617659668275
mediansNd143Di,0.0338212455020986
mediansNd144Di,0
mediansNd145Di,0.0788853543232884
mediansNd146Di,0
mediansSm147Di,0.347280039885358
mediansNd148Di,0
mediansSm149Di,0
mediansNd150Di,0.177466872584199
mediansEu151Di,0
mediansSm152Di,0.248537241283825
mediansEu153Di,0
mediansSm154Di,0.822604521624753
mediansGd155Di,0.024082434243818
mediansGd156Di,0
mediansGd158Di,0.0175712965885463
mediansTb159Di,0.248979873537829
mediansGd160Di,0.018328913932673
mediansDy161Di,0
mediansDy162Di,0
mediansDy163Di,0.000478696424028271
mediansDy164Di,0
mediansHo165Di,0.281355499994576
mediansEr166Di,0.0366941951386184
mediansEr167Di,0
mediansEr168Di,0.0100405769359934
mediansTm169Di,0
mediansEr170Di,0.29308639542797
mediansYb171Di,0
mediansYb172Di,0
mediansYb173Di,0
mediansYb174Di,0.169114232800571
mediansLu175Di,0
mediansYb176Di,0
mediansBCKG190Di,0
mediansIr191Di,0.834667392348447
mediansIr193Di,0.915551403958426
raw_mediansTime,12.0962500572205
raw_mediansEvent_length,2.42379212379456
raw_mediansRh103Di,0
raw_mediansIn113Di,0
raw_mediansIn115Di,0
raw_mediansXe131Di,0
raw_mediansCs133Di,0
raw_mediansBa138Di,0.1130136474967
raw_mediansLa139Di,0.985667407512665
raw_mediansCe140Di,0
raw_mediansPr141Di,0.948608011007309
raw_mediansNd142Di,0.902925372123718
raw_mediansNd143Di,0.169138468801975
raw_mediansNd144Di,0
raw_mediansNd145Di,0.394836008548737
raw_mediansNd146Di,0
raw_mediansSm147Di,1.77151393890381
raw_mediansNd148Di,0
raw_mediansSm149Di,0
raw_mediansNd150Di,0.891999393701553
raw_mediansEu151Di,0
raw_mediansSm152Di,1.2555193901062
raw_mediansEu153Di,0
raw_mediansSm154Di,4.59283852577209
raw_mediansGd155Di,0.120424207299948
raw_mediansGd156Di,0
raw_mediansGd158Di,0.0878610126674175
raw_mediansTb159Di,1.25782203674316
raw_mediansGd160Di,0.091649703681469
raw_mediansDy161Di,0
raw_mediansDy162Di,0
raw_mediansDy163Di,0.00239348248578608
raw_mediansDy164Di,0
raw_mediansHo165Di,1.4254464507103
raw_mediansEr166Di,0.183512203395367
raw_mediansEr167Di,0
raw_mediansEr168Di,0.0502038057893515
raw_mediansTm169Di,0
raw_mediansEr170Di,1.48650658130646
raw_mediansYb171Di,0
raw_mediansYb172Di,0
raw_mediansYb173Di,0
raw_mediansYb174Di,0.849611580371857
raw_mediansLu175Di,0
raw_mediansYb176Di,0
raw_mediansBCKG190Di,0
raw_mediansIr191Di,4.67507195472717
raw_mediansIr193Di,5.24464392662048
cvsTime,5.45669807850149
cvsEvent_length,9.24446373457266
cvsRh103Di,323.286454996136
cvsIn113Di,540.818641789401
cvsIn115Di,NA
cvsXe131Di,175.80032750378
cvsCs133Di,331.551327451939
cvsBa138Di,134.151607816671
cvsLa139Di,51.3838473291398
cvsCe140Di,300.143978535778
cvsPr141Di,49.3979563449169
cvsNd142Di,48.1157706940781
cvsNd143Di,113.678982294304
cvsNd144Di,268.839004119318
cvsNd145Di,30.7118409364622
cvsNd146Di,180.843279112803
cvsSm147Di,13.3539504656258
cvsNd148Di,226.125026214653
cvsSm149Di,173.649702332747
cvsNd150Di,63.7131903717431
cvsEu151Di,210.326065218591
cvsSm152Di,34.1771194023111
cvsEu153Di,214.346907162041
cvsSm154Di,7.57764648933599
cvsGd155Di,134.315225497839
cvsGd156Di,283.604627536783
cvsGd158Di,128.801226193607
cvsTb159Di,51.7748949585501
cvsGd160Di,125.765811593783
cvsDy161Di,207.285143823098
cvsDy162Di,394.135631490068
cvsDy163Di,139.529350958917
cvsDy164Di,190.427621817699
cvsHo165Di,55.2501727702396
cvsEr166Di,110.661740568037
cvsEr167Di,241.076816129506
cvsEr168Di,258.251685442075
cvsTm169Di,256.703543754352
cvsEr170Di,34.3003370705227
cvsYb171Di,181.136177874423
cvsYb172Di,288.500205982506
cvsYb173Di,251.026440280402
cvsYb174Di,85.9305950352215
cvsLu175Di,222.551574214111
cvsYb176Di,161.575094465199
cvsBCKG190Di,625.060522934238
cvsIr191Di,5.01988985591549
cvsIr193Di,4.43832542592229
percenttotal,0.0967254883457582
percenttotalratiolog,0
foldTime,0
foldEvent_length,0
foldRh103Di,0
foldIn113Di,0
foldIn115Di,0
foldXe131Di,0
foldCs133Di,0
foldBa138Di,0
foldLa139Di,0
foldCe140Di,0
foldPr141Di,0
foldNd142Di,0
foldNd143Di,0
foldNd144Di,0
foldNd145Di,0
foldNd146Di,0
foldSm147Di,0
foldNd148Di,0
foldSm149Di,0
foldNd150Di,0
foldEu151Di,0
foldSm152Di,0
foldEu153Di,0
foldSm154Di,0
foldGd155Di,0
foldGd156Di,0
foldGd158Di,0
foldTb159Di,0
foldGd160Di,0
foldDy161Di,0
foldDy162Di,0
foldDy163Di,0
foldDy164Di,0
foldHo165Di,0
foldEr166Di,0
foldEr167Di,0
foldEr168Di,0
foldTm169Di,0
foldEr170Di,0
foldYb171Di,0
foldYb172Di,0
foldYb173Di,0
foldYb174Di,0
foldLu175Di,0
foldYb176Di,0
foldBCKG190Di,0
foldIr191Di,0
foldIr193Di,0
raw_foldTime,1
raw_foldEvent_length,1
raw_foldRh103Di,NA
raw_foldIn113Di,NA
raw_foldIn115Di,NA
raw_foldXe131Di,NA
raw_foldCs133Di,NA
