,hBM-10n-sort-p2-concat-normalized-noCD3-CD14-CD15.fcs.cluster.fcs.anno.Rsave
count,54
mediansTime,1.64943926740572
mediansEvent_length,0.473749793018526
mediansRh103Di,0
mediansIn113Di,0
mediansIn115Di,0
mediansXe131Di,0
mediansCs133Di,0
mediansBa138Di,0.00921369189833173
mediansLa139Di,0.0076890024503397
mediansCe140Di,0
mediansPr141Di,0.0407401423335404
mediansNd142Di,0
mediansNd143Di,0.0638068432741229
mediansNd144Di,0
mediansNd145Di,0
mediansNd146Di,0
mediansSm147Di,0.0353143704067079
mediansNd148Di,0.0409065608646651
mediansSm149Di,0
mediansNd150Di,0
mediansEu151Di,0.00752654432909729
mediansSm152Di,0.138866856757758
mediansEu153Di,0
mediansSm154Di,0.366903121355068
mediansGd155Di,0
mediansGd156Di,0
mediansGd158Di,0
mediansTb159Di,0
mediansGd160Di,0.00293980503620841
mediansDy161Di,0
mediansDy162Di,0
mediansDy163Di,0
mediansDy164Di,0
mediansHo165Di,0.139951577616066
mediansEr166Di,0
mediansEr167Di,0
mediansEr168Di,0.00768285125937051
mediansTm169Di,0
mediansEr170Di,0.113838044527112
mediansYb171Di,0
mediansYb172Di,0
mediansYb173Di,0
mediansYb174Di,0.079561049000525
mediansLu175Di,0
mediansYb176Di,0
mediansBCKG190Di,0
mediansIr191Di,0.837298447705493
mediansIr193Di,0.917252261148904
raw_mediansTime,12.5297598838806
raw_mediansEvent_length,2.45835518836975
raw_mediansRh103Di,0
raw_mediansIn113Di,0
raw_mediansIn115Di,0
raw_mediansXe131Di,0
raw_mediansCs133Di,0
raw_mediansBa138Di,0.0460691135376692
raw_mediansLa139Di,0.038445396348834
raw_mediansCe140Di,0
raw_mediansPr141Di,0.203757628798485
raw_mediansNd142Di,0
raw_mediansNd143Di,0.319250911474228
raw_mediansNd144Di,0
raw_mediansNd145Di,0
raw_mediansNd146Di,0
raw_mediansSm147Di,0.176608555018902
raw_mediansNd148Di,0.204589948058128
raw_mediansSm149Di,0
raw_mediansNd150Di,0
raw_mediansEu151Di,0.0376331247389317
raw_mediansSm152Di,0.696568191051483
raw_mediansEu153Di,0
raw_mediansSm154Di,1.87595409154892
raw_mediansGd155Di,0
raw_mediansGd156Di,0
raw_mediansGd158Di,0
raw_mediansTb159Di,0
raw_mediansGd160Di,0.0146990765351802
raw_mediansDy161Di,0
raw_mediansDy162Di,0
raw_mediansDy163Di,0
raw_mediansDy164Di,0
raw_mediansHo165Di,0.702044665813446
raw_mediansEr166Di,0
raw_mediansEr167Di,0
raw_mediansEr168Di,0.0384146701544523
raw_mediansTm169Di,0
raw_mediansEr170Di,0.570421725511551
raw_mediansYb171Di,0
raw_mediansYb172Di,0
raw_mediansYb173Di,0
raw_mediansYb174Di,0.398226141929626
raw_mediansLu175Di,0
raw_mediansYb176Di,0
raw_mediansBCKG190Di,0
raw_mediansIr191Di,4.69309878349304
raw_mediansIr193Di,5.25697422027588
cvsTime,5.06856344444486
cvsEvent_length,8.56360720832068
cvsRh103Di,502.702951455464
cvsIn113Di,381.67197257072
cvsIn115Di,490.063623962103
cvsXe131Di,156.081952673969
cvsCs133Di,432.970200434729
cvsBa138Di,161.266129595955
cvsLa139Di,155.649095965892
cvsCe140Di,579.954125910737
cvsPr141Di,128.311151750917
cvsNd142Di,201.965187716572
cvsNd143Di,84.8730741425747
cvsNd144Di,323.92434839126
cvsNd145Di,734.846922834953
cvsNd146Di,213.431178465781
cvsSm147Di,26.6313819469229
cvsNd148Di,34.6918560182762
cvsSm149Di,447.547715869403
cvsNd150Di,311.65477884699
cvsEu151Di,177.618907961563
cvsSm152Di,16.1322615491339
cvsEu153Di,239.906963582716
cvsSm154Di,55.1916519683566
cvsGd155Di,202.749433041284
cvsGd156Di,546.2970267339
cvsGd158Di,163.962443046762
cvsTb159Di,266.057501211445
cvsGd160Di,147.866625931366
cvsDy161Di,251.201695318555
cvsDy162Di,274.418567347698
cvsDy163Di,179.410097582355
cvsDy164Di,202.13865621651
cvsHo165Di,80.4791143247803
cvsEr166Di,159.913998804793
cvsEr167Di,279.038479958063
cvsEr168Di,135.467758917808
cvsTm169Di,211.664124733016
cvsEr170Di,84.9283182407054
cvsYb171Di,346.303514071945
cvsYb172Di,257.339535157496
cvsYb173Di,223.488004094521
cvsYb174Di,117.519083670972
cvsLu175Di,231.560540240498
cvsYb176Di,170.555269305323
