,hBM-10n-sort-p2-concat-normalized-noCD3-CD14-CD15.fcs.cluster.fcs.anno.Rsave
count,89
mediansTime,1.61844972299112
mediansEvent_length,0.485525497569824
mediansRh103Di,0
mediansIn113Di,0
mediansIn115Di,0
mediansXe131Di,0
mediansCs133Di,0
mediansBa138Di,0.00165420955972213
mediansLa139Di,0.0404400501513215
mediansCe140Di,0
mediansPr141Di,0.123719000878106
mediansNd142Di,0
mediansNd143Di,0.112691709878923
mediansNd144Di,0
mediansNd145Di,0
mediansNd146Di,0.0278286061132332
mediansSm147Di,0
mediansNd148Di,0.161741071539377
mediansSm149Di,0
mediansNd150Di,0
mediansEu151Di,0.029744113369056
mediansSm152Di,0.49569280513294
mediansEu153Di,0.0090811233782643
mediansSm154Di,0.686509867559843
mediansGd155Di,0
mediansGd156Di,0
mediansGd158Di,0.0354887165079222
mediansTb159Di,0
mediansGd160Di,0.0650840191785809
mediansDy161Di,0
mediansDy162Di,0
mediansDy163Di,0.0215921730211635
mediansDy164Di,0
mediansHo165Di,0.240421718754002
mediansEr166Di,0.0275380911545581
mediansEr167Di,0
mediansEr168Di,0.0350904300037752
mediansTm169Di,0
mediansEr170Di,0.15040783067436
mediansYb171Di,0
mediansYb172Di,0
mediansYb173Di,0
mediansYb174Di,0.165389503869255
mediansLu175Di,0
mediansYb176Di,0.0173918718068949
mediansBCKG190Di,0
mediansIr191Di,0.862047713989871
mediansIr193Di,0.94992173376116
raw_mediansTime,12.1176424026489
raw_mediansEvent_length,2.52413749694824
raw_mediansRh103Di,0
raw_mediansIn113Di,0
raw_mediansIn115Di,0
raw_mediansXe131Di,0
raw_mediansCs133Di,0
raw_mediansBa138Di,0.00827105157077312
raw_mediansLa139Di,0.202255368232727
raw_mediansCe140Di,0
raw_mediansPr141Di,0.620174288749695
raw_mediansNd142Di,0
raw_mediansNd143Di,0.564651906490326
raw_mediansNd144Di,0
raw_mediansNd145Di,0
raw_mediansNd146Di,0.139160990715027
raw_mediansSm147Di,0
raw_mediansNd148Di,0.812235951423645
raw_mediansSm149Di,0
raw_mediansNd150Di,0
raw_mediansEu151Di,0.148742496967316
raw_mediansSm152Di,2.58121609687805
raw_mediansEu153Di,0.0454062409698963
raw_mediansSm154Di,3.70859909057617
raw_mediansGd155Di,0
raw_mediansGd156Di,0
raw_mediansGd158Di,0.177480831742287
raw_mediansTb159Di,0
raw_mediansGd160Di,0.32564988732338
raw_mediansDy161Di,0
raw_mediansDy162Di,0
raw_mediansDy163Di,0.107969254255295
raw_mediansDy164Di,0
raw_mediansHo165Di,1.21372294425964
raw_mediansEr166Di,0.137707859277725
raw_mediansEr167Di,0
raw_mediansEr168Di,0.175488159060478
raw_mediansTm169Di,0
raw_mediansEr170Di,0.754877865314484
raw_mediansYb171Di,0
raw_mediansYb172Di,0
raw_mediansYb173Di,0
raw_mediansYb174Di,0.830722689628601
raw_mediansLu175Di,0
raw_mediansYb176Di,0.0869637429714203
raw_mediansBCKG190Di,0
raw_mediansIr191Di,4.86427068710327
raw_mediansIr193Di,5.49684000015259
cvsTime,6.35328001550997
cvsEvent_length,9.45261280803303
cvsRh103Di,256.530705549045
cvsIn113Di,485.529882101734
cvsIn115Di,382.422437052749
cvsXe131Di,157.538740601575
cvsCs133Di,418.371064602658
cvsBa138Di,157.333336784671
cvsLa139Di,111.65629063701
cvsCe140Di,337.725493176147
cvsPr141Di,87.4323034985124
cvsNd142Di,200.040004966328
cvsNd143Di,68.9052475580346
cvsNd144Di,181.240697278009
cvsNd145Di,358.714364484192
cvsNd146Di,118.697263673184
cvsSm147Di,227.231397252338
cvsNd148Di,12.0214980211003
cvsSm149Di,194.185100333908
cvsNd150Di,216.45418477933
cvsEu151Di,124.65768947192
cvsSm152Di,4.43259547371741
cvsEu153Di,140.938316981696
cvsSm154Di,24.3665009002662
cvsGd155Di,170.606846759513
cvsGd156Di,223.063419561432
cvsGd158Di,126.955476499612
cvsTb159Di,175.162042149506
cvsGd160Di,95.3862736921943
cvsDy161Di,192.170789505487
cvsDy162Di,247.068240027398
cvsDy163Di,122.552710432149
cvsDy164Di,139.82329635718
cvsHo165Di,64.6706230427039
cvsEr166Di,151.427726157386
cvsEr167Di,210.136650146946
cvsEr168Di,110.005500782623
cvsTm169Di,180.5366310675
cvsEr170Di,78.8772065804353
cvsYb171Di,203.13776948125
cvsYb172Di,207.27883318955
cvsYb173Di,169.785182566464
cvsYb174Di,89.8370425464115
cvsLu175Di,240.866909139361
cvsYb176Di,135.139891230343
cvsBCKG190Di,364.025824840544
cvsIr191Di,4.15410887460303
cvsIr193Di,3.44668313239698
percenttotal,0.104982542228933
percenttotalratiolog,0
foldTime,0
foldEvent_length,0
foldRh103Di,0
foldIn113Di,0
foldIn115Di,0
foldXe131Di,0
foldCs133Di,0
foldBa138Di,0
foldLa139Di,0
foldCe140Di,0
foldPr141Di,0
foldNd142Di,0
foldNd143Di,0
foldNd144Di,0
foldNd145Di,0
foldNd146Di,0
foldSm147Di,0
foldNd148Di,0
foldSm149Di,0
foldNd150Di,0
foldEu151Di,0
foldSm152Di,0
foldEu153Di,0
foldSm154Di,0
foldGd155Di,0
foldGd156Di,0
foldGd158Di,0
foldTb159Di,0
foldGd160Di,0
foldDy161Di,0
foldDy162Di,0
foldDy163Di,0
foldDy164Di,0
foldHo165Di,0
foldEr166Di,0
foldEr167Di,0
foldEr168Di,0
foldTm169Di,0
foldEr170Di,0
foldYb171Di,0
foldYb172Di,0
foldYb173Di,0
foldYb174Di,0
foldLu175Di,0
foldYb176Di,0
foldBCKG190Di,0
foldIr191Di,0
foldIr193Di,0
raw_foldTime,1
raw_foldEvent_length,1
raw_foldRh103Di,NA
raw_foldIn113Di,NA
raw_foldIn115Di,NA
raw_foldXe131Di,NA
raw_foldCs133Di,NA
raw_foldBa138Di,1
raw_foldLa139Di,1
raw_foldCe140Di,NA
raw_foldPr141Di,1
raw_foldNd142Di,NA
raw_foldNd143Di,1
raw_foldNd144Di,NA
raw_foldNd145Di,NA
raw_foldNd146Di,1
raw_foldSm147Di,NA
raw_foldNd148Di,1
raw_foldSm149Di,NA
raw_foldNd150Di,NA
raw_foldEu151Di,1
raw_foldSm152Di,1
raw_foldEu153Di,1
raw_foldSm154Di,1
raw_foldGd155Di,NA
raw_foldGd156Di,NA
raw_foldGd158Di,1
raw_foldTb159Di,NA
raw_foldGd160Di,1
raw_foldDy161Di,NA
raw_foldDy162Di,NA
raw_foldDy163Di,1
raw_foldDy164Di,NA
raw_foldHo165Di,1
raw_foldEr166Di,1
raw_foldEr167Di,NA
raw_foldEr168Di,1
raw_foldTm169Di,NA
raw_foldEr170Di,1
raw_foldYb171Di,NA
raw_foldYb172Di,NA
raw_foldYb173Di,NA
raw_foldYb174Di,1
raw_foldLu175Di,NA
raw_foldYb176Di,1
raw_foldBCKG190Di,NA
raw_foldIr191Di,1
raw_foldIr193Di,1
