"name","hBM-10n-sort-p2-concat-normalized-noCD3-CD14-CD15.fcs.cluster.fcs.anno.Rsave"
1,610.67877219964
2,628.521829320454
3,451.116875324873
4,400
5,460.842015890159
6,708.916337372772
7,446.087241571668
8,685.565460040104
9,678.232998312527
10,377.764788265619
11,600
12,NA
13,443.822253943961
14,600
15,424.264068711929
16,519.615242270663
17,NA
18,337.559676098533
19,471.689016766874
20,443.473956526291
21,692.820323027551
22,358.824978592711
23,565.685424949238
24,648.074069840786
25,469.041575982343
26,435.595343574581
27,499.910212381093
28,520.481572171181
29,NA
30,342.843090755488
31,507.514712928442
32,382.514994967128
33,NA
34,510.732955122455
35,601.737302614383
36,563.058676993306
37,468.584100752117
38,380.705587665444
39,734.846922834953
40,596.666948018967
41,399.830109710209
42,544.158587308071
43,655.7438524302
44,562.639480305461
45,499.256927029173
46,513.799724770197
47,NA
48,574.456264653803
49,741.619848709566
50,546.081306124814
51,455.843481630119
52,860.232526704263
53,608.276253029822
54,424.507934086964
55,458.257569495584
56,NA
57,714.142842854285
58,423.8645705819
59,547.722557505166
60,466.771403130012
61,624.259240667825
62,NA
63,NA
64,423.488554315825
65,574.922268363743
66,NA
67,472.853887674225
68,412.663786620754
69,360.555127546399
70,424.264068711929
71,NA
72,489.897948556636
73,378.060190275595
74,477.017965281099
75,591.607978309962
76,587.449406596808
77,534.120200192346
78,NA
79,NA
80,409.017964215492
81,692.820323027551
82,494.157904877104
83,658.91385102852
84,493.715780336373
85,624.49979983984
86,591.607978309962
87,447.213595499958
88,654.993054729775
89,495.39806401665
90,412.310562561766
91,761.414790634191
92,624.49979983984
93,479.065955851814
94,NA
95,414.287158108067
96,400
97,489.897948556636
98,473.583036121917
99,758.683770919129
100,438.499194770421
101,NA
102,686.868261036177
103,NA
104,541.465219261123
105,670.820393249937
106,452.780005565087
107,NA
108,883.176086632785
109,496.937143360228
110,NA
111,848.528137423857
112,866.025403784439
113,571.069072874767
114,NA
115,693.713970011784
116,829.373424290696
117,1081.6653826392
118,447.213595499958
119,515.12499262228
120,448.172005841997
121,NA
122,507.655941883393
123,NA
124,441.114759805069
125,678.232998312527
126,410.709009869366
127,456.257215629133
128,744.494970743706
129,608.276253029822
130,616.441400296898
131,765.431266746798
132,749.921341788297
133,637.997279058236
134,700
135,NA
136,583.09518948453
137,678.232998312527
138,749.592392718614
139,NA
140,400
141,538.705829002316
142,566.00531251832
143,526.862719301226
144,NA
145,632.455532033676
146,1129.21524126662
