"name","hBM-10n-sort-p2-concat-normalized-noCD3-CD14-CD15.fcs.cluster.fcs.anno.Rsave"
1,9.41419967312987
2,9.36537936193374
3,8.72027628265999
4,10.2021431243682
5,9.6394554751022
6,9.0149599431703
7,10.3335300759586
8,10.596750246978
9,8.49041932451153
10,9.48871068654933
11,8.97314182316885
12,8.64275939749301
13,10.700444818149
14,10.5751057593868
15,11.0581737645161
16,8.9412381294542
17,9.6320179567001
18,10.4848293155709
19,10.6646106723959
20,9.95016109971858
21,10.7477441902391
22,8.74897083486221
23,9.50796401735303
24,10.9496002202557
25,6.95637991415587
26,10.0107869327499
27,8.18544906524179
28,10.3918395202864
29,8.24825608626767
30,9.8174205295976
31,9.33671144881485
32,10.0094354651313
33,9.16502612354974
34,9.37127445522986
35,9.25810613536905
36,8.80545123499373
37,9.07567449565147
38,9.5412861026091
39,8.8177779133412
40,8.50708550980484
41,9.54187843746974
42,9.09203826105604
43,9.63241709191765
44,7.99195688726262
45,9.25361835926567
46,8.77903131143198
47,8.7927393964254
48,11.4057121895754
49,8.9456123169467
50,10.0170467299983
51,8.87099022220719
52,9.62596518250048
53,8.31011120657869
54,8.92803673552764
55,8.92403290559156
56,9.23444850658716
57,8.20439749123163
58,9.61096242209345
59,8.53974319791961
60,10.1897049467565
61,10.1508144274985
62,9.66630029419184
63,8.97887992753741
64,9.57071627396619
65,10.4128839808524
66,9.56095884444303
67,8.68368930012235
68,8.75346073645369
69,12.4347606856133
70,8.83462776290619
71,9.13189028237496
72,9.51465301180004
73,9.71013170268106
74,7.82888899851024
75,9.51929954445038
76,9.09351288401976
77,9.5115656217911
78,10.0093310960674
79,8.64754812212604
80,9.58951387770971
81,7.44481759387818
82,8.74277614068629
83,8.60403170168808
84,8.79387514447525
85,9.67898908352524
86,7.60998422886095
87,8.09677859909944
88,9.50754898786635
89,9.18510931472323
90,10.7836350720738
91,9.78308101442035
92,8.94742283087957
93,9.11527478962035
94,8.21141726986393
95,9.10280321177203
96,10.3995886619658
97,8.5129737739023
98,9.57557456386345
99,9.46010972862825
100,8.40345335785172
101,10.0222149386351
102,9.54268457997069
103,8.59212239334721
104,9.2736904580127
105,9.35577754099163
106,10.5663961534781
107,10.3522836940143
108,10.0117157240594
109,10.0723608758844
110,9.24446373457266
111,10.8657473714487
112,9.88639809612173
113,10.0171116904702
114,9.21018375387717
115,9.08875097240074
116,8.18352129667012
117,9.31551599734697
118,9.7355117127251
119,9.43572600522392
120,9.08323444173824
121,8.4611295883621
122,9.81466003260009
123,9.87704192204735
124,8.70174505106755
125,8.19550471253192
126,9.16598861191509
127,9.62360190624192
128,10.4948425381159
129,9.39415549560895
130,8.99367678881774
131,8.66154806185328
132,9.54813255468949
133,9.31094018097677
134,8.67331105517885
135,8.67601201965576
136,8.50981225491264
137,9.99303380966887
138,9.31377720987289
139,9.30015985985417
140,8.89341189207024
141,8.69577411176121
142,10.8426636229714
143,9.15056280301969
144,6.74175025347105
145,10.1347266271743
146,9.86705288508628
147,9.41506932320829
148,8.8607293746655
149,8.68803470383592
150,8.07048426260271
151,7.01685173882568
152,12.0252019470481
153,10.0614259525551
154,12.5261040558253
155,8.79118585344221
156,7.62705217512229
157,11.4739290678201
158,10.4662840588022
159,7.77396462276958
160,9.59452385123856
161,10.3739121940419
162,9.34024424323362
163,9.01131318431291
164,10.0192081068854
165,8.57700428435773
166,8.30759298543282
167,9.34297900486238
168,10.4421557560322
169,8.41508462225104
170,9.99921116692343
171,10.2127686160226
172,9.08466666047283
173,8.9360848716576
174,9.10493176557065
175,8.88613788431571
176,9.13052437782683
177,8.85728437815416
178,9.79220493752709
179,8.55923573425074
180,8.91245434307711
181,9.85872706669689
182,7.35534014045263
183,10.480345241467
184,9.34776603223605
185,10.1752473391357
186,8.81606345566716
187,8.79093342204136
188,8.98935851991828
189,9.73193619415788
190,8.91299880632541
191,9.52212713115833
192,9.25181929358516
193,9.32279844009664
194,9.98289607080985
195,10.3839067267682
196,9.61849909040865
197,10.3539692882313
198,10.3951564435202
199,8.69591379067243
200,12.4915773197809
201,10.3024235199345
202,9.23214776042664
203,10.1495046233402
