"name","hBM-10n-sort-p2-concat-normalized-noCD3-CD14-CD15.fcs.cluster.fcs.anno.Rsave"
1,186.548240842036
2,174.456730610668
3,160.666085855634
4,141.537564831225
5,161.041305785543
6,128.498494457833
7,183.477133365553
8,134.664430622263
9,170.061452608064
10,106.779761428915
11,167.958830907206
12,126.319253399791
13,157.930996862218
14,129.230094010509
15,112.571846640476
16,130.624453855703
17,173.378854939687
18,166.106791755574
19,155.528819520023
20,140.908109689131
21,188.808801365796
22,119.393518737988
23,142.838847236015
24,146.047755402704
25,140.336133777656
26,162.392411747267
27,152.941500384425
28,144.625240571092
29,132.664760731237
30,201.115798372185
31,199.181435119452
32,147.21140225542
33,175.162211443322
34,138.67126782045
35,189.145584118145
36,149.66384532003
37,128.8782129927
38,142.085643160525
39,128.677165715235
40,165.729638195717
41,139.060528554621
42,139.785117093254
43,138.235744829479
44,150.218405710027
45,218.138036855226
46,175.201894102889
47,125.781487835069
48,137.645300212663
49,153.717058506004
50,139.854042169964
51,126.818930529914
52,258.115432371197
53,183.087618955373
54,214.679549904373
55,144.961841599419
56,114.299249174959
57,163.693897189006
58,124.802859528434
59,139.116568876703
60,147.058331902342
61,134.695999898105
62,141.166215492238
63,180.794409120217
64,152.733805240045
65,165.948048017099
66,138.866445408922
67,125.996621832848
68,168.680168763776
69,109.270112194864
70,210.887753305342
71,134.545686641483
72,161.887532974239
73,141.931828893781
74,114.105150518328
75,139.372498172044
76,139.910977543105
77,151.806728112181
78,182.738216208743
79,97.3321122808506
80,193.201983970308
81,140.033071964729
82,185.638865081551
83,177.61317007472
84,152.52258899768
85,142.71069246026
86,194.52125275855
87,216.33050217559
88,157.3048870585
89,132.860352470731
90,136.648560496919
91,144.939846605003
92,126.739858669146
93,157.624321810336
94,178.634338911875
95,141.074473783033
96,180.743043398352
97,166.569523345812
98,176.942080459438
99,151.273644122748
100,144.662423762661
101,164.682758593744
102,158.089280426777
103,154.29528219027
104,138.24600765961
105,129.460026647285
106,142.506299722171
107,119.501727086301
108,139.418204662413
109,135.095507185243
110,134.151607816671
111,165.906631819426
112,149.779732139465
113,149.375326169799
114,147.512135075657
115,191.976480167479
116,142.280317763708
117,156.849828955935
118,207.621250109711
119,187.748951427476
120,132.443161453672
121,134.302276775145
122,175.968628272111
123,152.342018576392
124,151.570746505634
125,143.468161489846
126,160.585411148244
127,144.135654895844
128,153.266037163575
129,306.009089477136
130,124.859525259351
131,166.2058866108
132,157.084782433476
133,141.722049324174
134,158.77376430968
135,208.254004779991
136,167.224870743556
137,182.774813971241
138,185.356537205357
139,205.217742440527
140,140.882895265269
141,224.842882414341
142,138.368472836988
143,140.021501105148
144,230.731073226548
145,119.218938828877
146,140.624135372489
147,254.964308231021
148,150.285307585172
149,153.687549705985
150,102.860316452509
151,195.673256308514
152,207.170987285972
153,154.552387690654
154,151.025118798344
155,182.26580858702
156,157.901714393867
157,266.465112163478
158,129.997432590146
159,186.29143896606
160,149.603378047302
161,206.446138735606
162,179.780344704232
163,144.063714774943
164,153.957120970929
165,127.307962721917
166,185.69508648338
167,137.403944939335
168,182.041067454397
169,192.495181842685
170,215.409770005714
171,137.829186591828
172,164.064053761282
173,199.772866683389
174,154.462369085035
175,198.220749994745
176,161.836485193264
177,141.364573067241
178,178.056458639512
179,164.851227180311
180,143.741049343205
181,145.054782715532
182,130.654019577507
183,229.336298442371
184,139.209255163912
185,136.031642025979
186,137.667292108612
187,234.553595390424
188,152.732451566845
189,178.735261357028
190,142.770446784549
191,186.374043899265
192,161.413159192929
193,168.169267009262
194,146.513457666854
195,144.232709018636
196,161.583069607705
197,148.906448947914
198,164.297078021821
199,147.052133086831
200,174.396979083397
201,162.284600114636
202,143.678435974086
203,165.255331838988
204,184.949064533552
205,176.3447108847
206,170.496062335924
207,137.581117245241
208,110.193721625459
209,161.201610357228
210,165.47867590433
211,260.144393063883
212,178.439789526588
213,149.84754867204
214,147.756533107668
215,136.884720926598
216,72.540478358585
217,209.19090740884
218,163.476877414061
219,157.962639984158
220,143.050222370386
221,166.921096145957
222,126.047072726893
223,121.098559390693
224,163.995958779585
225,132.565581065007
226,163.249916801076
227,165.763087524744
228,143.934383957149
229,140.931953848406
230,159.175035971301
231,156.766630665094
232,167.285138728987
233,207.316630517207
234,165.283453479468
235,163.020917074416
236,155.981100730822
237,161.799974958202
238,158.453539803774
239,207.924877175273
240,174.484623687728
241,161.266129595955
242,172.578680663814
243,162.039506646698
244,143.955956870621
245,117.480084746681
246,155.518006966088
247,161.485133209785
248,198.877699571678
249,162.529654590919
250,136.723805574643
251,147.743926521275
252,134.477411556729
253,214.267829585131
254,147.653948627364
255,155.608403982769
256,160.426568835073
257,169.736615105833
258,173.288916475035
259,159.85098394886
260,173.656358691567
261,179.376784255051
262,188.506628039596
263,131.834623258045
264,204.699993139596
265,162.025939162466
266,136.661271963017
267,132.087973458285
268,135.50924497174
269,146.232139462621
270,154.323490406975
271,163.210701550977
272,198.372390637539
273,159.786631152304
274,136.204907143742
275,161.088942224728
276,157.778338744449
277,130.458265328718
278,139.156091532565
279,143.489182851643
280,163.365037042056
281,162.943892818946
282,134.15488906856
283,164.431374686147
284,161.838780956643
285,128.505499241482
286,110.166947712949
287,152.321552092636
288,157.333336784671
289,157.751732652808
290,218.426362698316
291,189.875124691262
292,191.357171198994
293,192.072920637374
294,274.721763595934
295,164.418104828779
296,210.776874007767
297,162.999418504051
298,196.5208374413
299,212.124061669408
300,170.6169319669
301,160.484303458398
302,188.217613012816
303,196.425947434886
304,138.150341313614
305,181.686223088635
306,149.297360344205
307,206.280124609418
308,175.264676876137
309,202.176748888735
310,157.0250562379
311,176.219673345292
312,182.262647121421
313,178.125869751897
314,215.402108903284
315,134.201844463351
316,194.969049939955
317,166.599472462292
318,186.759379688299
319,167.471389178765
320,210.173184852243
321,221.079067173389
322,202.835387966199
323,148.539670839377
324,148.652211564255
325,129.825174434339
326,199.47631745372
327,172.567084952179
328,160.558529346441
329,188.038990216159
330,148.967494113567
331,233.259751197338
332,179.788609768388
333,179.177568159936
334,134.624869169028
335,173.667321670628
336,183.203424029767
337,179.962566156918
338,184.989068072902
339,189.019198737252
340,232.48348068697
341,174.25474792057
342,151.028537373031
343,197.347902301128
344,153.911910207174
345,225.73989884743
346,225.096980572174
347,153.693759191709
348,180.407147618216
349,148.886862037109
350,189.991249370929
351,177.067598354066
352,168.114402394492
353,161.548181234418
354,171.408475326553
355,176.404846140682
356,169.776269106302
357,164.799005540464
358,159.17170433805
359,159.169245727557
360,208.283653108333
361,222.832229243014
362,143.52492009116
363,180.840738966834
364,270.136847547062
365,145.898419639247
366,138.393030693126
367,154.12334434563
368,185.650363517363
369,181.677682795884
370,174.739535552624
371,139.861652592076
372,193.820142714609
373,185.93569988631
374,161.924226080256
375,160.449895129205
376,144.618283482165
377,161.634903056472
378,143.532897866384
