"name","hBM-10n-sort-p2-concat-normalized-noCD3-CD14-CD15.fcs.cluster.fcs.anno.Rsave"
1,0
2,0.0828038044273853
3,0.0678318664431572
4,0.124110758304596
5,0
6,0.0405912715941668
7,0.0576949920505285
8,0.0104067176580429
9,0.0525338277220726
10,0.0676777958869934
11,0
12,0.026298962533474
13,0
14,0.164241634309292
15,0.0527056679129601
16,0
17,0.140087343752384
18,0
19,0
20,0.0748586133122444
21,0
22,0.0495994724333286
23,0.0918287709355354
24,0.0175019837915897
25,0.106711983680725
26,0.15959770232439
27,0.117171555757523
28,0.188705801963806
29,0.0953592285513878
30,0.0431251516565681
31,0
32,0
33,0.0483934488147497
34,0
35,0.010141659528017
36,0
37,0.0192238204181194
38,0.00569176720455289
39,0.139818295836449
40,0
41,0
42,0.00469424854964018
43,0.0128455990925431
44,0.0037914018612355
45,0.00629266770556569
46,0
47,0.10225684940815
48,0
49,0.0783845484256744
50,0.0417634695768356
51,0
52,0
53,0.0700419917702675
54,0.0998690947890282
55,0
56,0
57,0
58,0.134876355528831
59,0.0807447321712971
60,0
61,0.0473320819437504
62,0.0272075589746237
63,0.105804834514856
64,0.0102385217323899
65,0
66,0.143474653363228
67,0.138054601848125
68,0.0150392316281796
69,0
70,0.0954360589385033
71,0.0472513511776924
72,0.0244034677743912
73,0.00931241922080517
74,0.0144887734204531
75,0
76,0.0261256424710155
77,0
78,0.0106925796717405
79,0.102423153817654
80,0
81,0
82,0.0205360297113657
83,0.0861136950552464
84,0
85,0
86,0
87,0.0299189947545528
88,0.0244801109656692
89,0.0357475504279137
90,0
91,0
92,0
93,0.0672717690467834
94,0.0202741613611579
95,0.0593639388680458
96,0.0190839096903801
97,0.0730273500084877
98,0
99,0
100,0.0160294566303492
101,0
102,0
103,0
104,0.0224118027836084
105,0
106,0.0742465611547232
107,0.00342399510554969
108,0.0474144965410233
109,0
110,0.00239348248578608
111,0
112,0
113,0
114,0.0269496031105518
115,0
116,0
117,0
118,0
119,0
120,0
121,0.108559060841799
122,0
123,0.0247562266886234
124,0
125,0
126,0.0128157220315188
127,0
128,0
129,0
130,0.0399307627230883
131,0
132,0
133,0
134,0.0469600073993206
135,0.0140609247609973
136,0
137,0
138,0
139,0
140,0
141,0
142,0.00471549015492201
143,0.000616457487922162
144,0
145,0
146,0
147,0.072387233376503
148,0
149,0.0319261960685253
150,0.073307953774929
151,0.14526604861021
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0.0565823949873447
160,0.0149614014662802
161,0
162,0
163,0.0472480170428753
164,0.0508616659790277
165,0.18690998852253
166,0.0603958889842033
167,0
168,0.0272252280265093
169,0.130182098597288
170,0.0626156628131866
171,0.0119450092315674
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0.0129067301750183
191,0
192,0.0265461914241314
193,0
194,0
195,0.0671380460262299
196,0
197,0
198,0
199,0
200,0.0776205286383629
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0.149555742740631
211,0.00745703675784171
212,0.103736139833927
213,0
214,0
215,0
216,0.17677304148674
217,0
218,0
219,0.0413221511989832
220,0.00436928169801831
221,0.0112648960202932
222,0
223,0
224,0
225,0.0402109399437904
226,0.0405037235468626
227,0.0352077521383762
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0.02716194675304
241,0
242,0
243,0
244,0
245,0
246,0
247,0
