"name","hBM-10n-sort-p2-concat-normalized-noCD3-CD14-CD15.fcs.cluster.fcs.anno.Rsave"
1,8.88300495895155
2,5.56917311297681
3,5.89337793072379
4,5.73647799140789
5,4.97974378204682
6,3.41363376987702
7,3.96786482502908
8,2.83770792100201
9,3.52095703204258
10,4.25616107569911
11,3.02006521224518
12,4.1546288300636
13,7.50899053515878
14,9.07172270977039
15,7.30035007542849
16,12.0319579230407
17,16.448590057197
18,7.1316044180997
19,6.27467276082188
20,7.81804423777104
21,10.0371974115377
22,4.26128237377252
23,7.47159576517116
24,8.18879637401124
25,16.6401030638645
26,5.47257608616249
27,6.80207996423458
28,8.60100565860404
29,4.98918956049051
30,7.98917556577636
31,13.0573802606929
32,18.7401466023852
33,10.4652300086795
34,14.4051850252129
35,9.26949433573493
36,7.91478262259898
37,14.2585818281189
38,10.8617086100064
39,14.4607783113632
40,8.71385952975575
41,57.1084904565467
42,8.84546452100756
43,13.3319763167393
44,7.12261868201416
45,6.6731251436252
46,5.89511080963546
47,11.3288909936019
48,16.3579068518311
49,7.24187632623196
50,6.26549330527356
51,5.99759589425817
52,6.24096900925358
53,7.70594098442687
54,3.29528904717392
55,7.54181592998077
56,5.25796054684506
57,4.59429655956485
58,3.86193824856409
59,5.98291369242205
60,3.35488217733174
61,7.34099337073074
62,6.00179932782918
63,5.87184732884676
64,4.10802921190267
65,3.92040986378852
66,8.16058784127665
67,4.39339796588744
68,17.9486844134336
69,49.9043649422722
70,76.5525536171485
71,17.1643956137688
72,32.7165627854911
73,6.88747307975092
74,49.6416705411733
75,58.6913143558129
76,15.0851131239881
77,11.6724635783283
78,18.3921651569569
79,24.4725590874884
80,19.7715819944523
81,86.6678678515105
82,29.6128807011542
83,11.2224355275606
84,5.11498217743457
85,4.87994963757583
86,2.4926098364072
87,6.12660251800434
88,4.12160254405915
89,3.9649811367429
90,5.3089608543347
91,3.42892016076474
92,5.95447055911617
93,3.4892713309382
94,4.71744631969909
95,3.55173563323484
96,4.24402795779992
97,10.5206453692345
98,5.61409644840779
99,7.62076060319096
100,9.33215758492376
101,12.922311804214
102,5.96209110274255
103,9.50715796218978
104,25.3082438930054
105,8.48498379521149
106,6.73162792374616
107,11.2653033708481
108,6.53672583850566
109,5.88125049237554
110,34.1771194023111
111,62.3601919501227
112,104.122304009188
113,47.1533767750173
114,59.5797295533516
115,21.0298960309931
116,75.7160706131972
117,24.3166622408771
118,88.0358916479328
119,22.2329393502291
120,11.8439327966031
121,23.8977092202719
122,8.68568343295764
123,13.1076479725483
124,14.582890793772
125,8.53817003682485
126,12.5940113047932
127,14.7942648405352
128,24.3251978169289
129,21.5188639552638
130,17.4679088666745
131,12.3120747796179
132,10.9644756885574
133,8.53967201129745
134,10.260559425195
135,15.6817847962966
136,13.1144580425335
137,9.50140101553969
138,8.26639381941877
139,9.00861892260728
140,13.487885173533
141,7.37548917540881
142,33.6534493172909
143,15.993343298344
144,32.0030351659936
145,151.941666653766
146,149.734389346079
147,10.9121321975862
148,11.7877371470798
149,7.68643820439039
150,13.6021477076151
151,16.7360585806237
152,135.34733884332
153,93.8199809478387
154,52.393560606093
155,28.1043399255243
156,21.1595329295115
157,103.320952087927
158,86.8383560513297
159,18.2216824210924
160,12.3924345486647
161,12.3261199632584
162,18.7739491388263
163,19.2804141510489
164,9.05128376301836
165,11.8515632683289
166,15.6704123603957
167,11.6184259678103
168,7.3692655256419
169,10.2846979481318
170,7.92954311765514
171,5.35661314970064
172,85.0674158882131
173,166.506143231362
174,174.150747407246
175,25.6349477109791
176,188.880491737925
177,27.5778081960117
178,166.594893585598
179,32.4610875534559
180,174.276573916074
181,26.4756984856795
182,112.207074986386
183,98.4232867561917
184,135.250019635563
185,108.007803370984
186,25.2649773705406
187,60.5397028240884
188,24.2113671744025
189,11.7551110358555
190,22.1777053029358
191,15.1758076541715
192,12.9735728133464
193,14.1841174476671
194,7.81697623060679
195,27.4411186213974
196,12.750424543598
197,9.18594904010498
198,17.5487078755743
199,11.2627034037743
200,32.8272920378519
201,46.7521844827912
202,15.8061088705137
203,11.6092508227562
204,177.630850934928
205,162.2089649195
206,27.1058488128127
207,121.871957091875
208,80.8172169167586
209,32.8574596765873
210,8.90747618755527
211,14.2163205932501
212,24.1471898656511
213,80.9028311420968
214,135.238998435731
215,139.733613748095
216,14.0158260958866
217,175.327469924353
218,20.898915719287
219,21.3297863492432
220,20.4921958652446
221,8.44152117785258
222,157.222581627745
223,138.216996636644
224,26.8516408139386
225,9.75903102614284
226,11.4616312900497
227,25.2836756988066
228,157.132872784299
229,24.7891691995194
230,165.632953790417
231,184.043012516051
232,159.246416914523
233,127.590461515475
234,189.603694489907
235,32.873257824259
236,130.499380005765
237,15.0906847074735
238,25.7575213429875
239,12.8394281128277
240,18.176986132223
241,16.1322615491339
242,22.9194698448835
243,14.6780309039852
244,24.7390046182914
245,23.8149179328097
246,14.5892284370363
247,24.4460150386264
248,16.1676308427685
249,10.4163516627638
250,8.84753149141265
251,22.2315920703993
252,11.7247759865759
253,6.6989882363815
254,15.2037015826718
255,9.83324690258856
256,8.22739615285017
257,11.6781796755681
258,11.4371555814224
259,8.38978234370826
260,7.77027874387102
261,8.88168148848887
262,8.61721378409913
263,14.357524357215
264,13.4170859115548
265,7.02037437390442
266,31.6358594407835
267,110.946813170922
268,176.522385994256
269,125.318758974494
270,95.7008226711567
271,170.35726394601
272,161.842327121546
273,154.302192544859
274,197.881090143311
275,114.543675006697
276,22.1291548730288
277,83.9038956533659
278,22.1990566164316
279,32.8938489674329
280,55.4859150439098
281,142.444714411784
282,16.8624511805244
283,31.1613533272008
284,24.5322212817556
285,126.533765478262
286,3.8105950601517
287,3.87303767403688
288,4.43259547371741
289,3.14263979243871
290,4.26016312894236
291,3.31460858288375
292,2.7731244643094
293,3.28262923549419
294,7.48823073117297
295,4.08661558864072
296,5.55049572983043
297,4.63712883718833
298,4.03242050969217
299,5.33010342782657
300,4.59768128492751
301,4.76260852020385
302,5.57340952921651
303,5.95682653455283
304,4.50842890625654
305,5.78615320347001
306,4.1654570191964
307,3.7908598845805
308,4.39351326786097
309,3.53639248002708
310,5.1551226282534
311,4.69222388498232
312,3.63536004607155
313,3.18452483757699
314,4.18913658774877
315,4.38529032007368
316,4.38499588317096
317,5.84782442022497
318,6.977909772392
319,4.61463810467712
320,3.00153078388378
321,5.12056496655601
322,2.80745411329069
323,2.45450094748935
324,5.10084067095483
325,6.98409494325524
326,3.02758990964996
327,4.56490858017389
328,3.06837515510096
329,4.4158915830143
330,6.67604650057308
331,5.16838844126322
332,6.43933305638377
333,4.1995193281737
334,4.13833313868764
335,3.31001871762617
336,3.3479660839495
337,3.15225205143231
338,3.46073598746284
339,2.58650806925899
340,3.59985510600062
341,2.8483313601472
342,3.19022731906316
343,3.12811749531578
344,4.77605898168552
345,3.40624327274984
346,4.13778384713472
347,2.88059357736265
348,2.71085101838246
349,3.08964045138252
350,2.34662871967451
351,3.82176294887514
352,2.93597837416825
353,4.19294199116379
354,3.70810981100693
355,2.97026651644671
356,2.42562786327825
357,2.18548350623554
358,3.14725053387404
359,2.66872221924201
360,2.58412714944019
361,3.32675558665134
362,4.40632950924246
363,4.79175389566313
364,3.73523087687343
365,4.60292133083378
366,8.73703769067069
367,3.03896194856432
368,2.78033945253804
369,6.20665137616223
370,5.81611533852041
371,2.99112166811538
372,2.73680910558528
373,2.69180968527017
374,5.69334843371562
375,2.26653026255392
376,4.40872894719693
377,3.20837605192077
378,3.14305576975604
379,3.49795013776364
380,5.2688508500414
381,4.21406496629668
382,3.00762797393057
383,5.68999516586503
384,4.13660956827508
385,3.33353909829082
386,3.48375926542797
387,2.7785624406718
388,2.52836906894739
389,4.30261160804854
390,4.33115187975386
391,3.59405092809762
392,4.9938110773777
393,2.46485267642311
394,4.01126672797066
395,4.63165743239771
396,4.18315606026295
397,NA
398,5.46809949807162
399,2.5749942074439
400,3.46002040097631
401,2.56807008544229
402,4.25168137181042
403,2.68497764379705
404,2.53508378396377
405,3.44596002197674
406,5.03305506097328
407,3.92496777600737
408,3.65401954134556
409,2.898532246725
410,3.22855884580024
411,3.36230214429458
412,3.60704104185036
413,2.27303764252274
414,2.33723111624382
415,2.50107569385731
416,4.38307464925372
417,4.34397932716767
418,4.23648195628681
419,5.74241086609181
420,7.82456617542104
421,3.06414813910039
422,3.01185870726852
423,2.7449217059563
424,2.42971898860099
425,3.57326937548299
426,2.11666573941565
427,3.91250836675746
428,9.45966566283539
429,8.38592476562731
430,6.21983633286096
431,3.96358078392606
432,5.48908149643786
433,5.09911253998903
434,7.43588181701175
435,5.28389491970626
436,3.48719748673787
437,4.96217439610937
438,4.53452736379188
439,5.11018865558813
440,10.2234849394763
441,9.22358487855972
442,4.36712352571636
443,4.24015891893548
444,2.80371875565167
445,5.29571464432786
446,3.81281898968766
447,4.40400273864736
448,NA
449,4.25079159796984
450,6.03974814353759
451,16.592363485019
452,3.4416063172148
453,6.38027667749548
454,3.50255145279034
455,4.60635905806051
456,3.77487431095819
457,7.92385943139555
458,3.37905058409643
459,7.19604259049585
460,5.55798813837923
461,2.86421238115239
462,5.07766476166029
463,11.5644042818958
464,18.2096633187852
465,19.0322820606207
466,8.11207956364075
467,11.8699183313489
468,5.29849986091871
469,5.28303164504368
470,13.9578698526594
471,8.22594086197486
472,7.42363609953698
473,4.16868760920679
474,7.02632755577646
475,9.90109263211643
476,8.23805226982383
477,6.43555204221556
478,7.44374131221294
479,12.9767204349696
480,10.0943999878701
481,6.11590601110959
482,8.69293830633742
483,4.88583032689296
484,9.3676054545579
485,4.77650764546685
486,5.94948457402023
487,6.94619032516351
488,7.53105437415852
489,7.05960268034117
490,5.92950764473941
491,7.59856524039229
492,4.62749054653362
493,5.81598943121416
494,8.37557237304615
495,5.67786436318735
496,8.13358161379471
497,6.42825828882301
498,5.55083369187445
499,5.08669341699025
500,5.6668232035168
